trans_id,trans_dt,enrl_id,pymt_type_id,full_price,discount_type_id,payment_amount,full_paid
901241,2024-07-11,700633,1,4800.00,20,2025.00,N
901242,2024-07-18,700633,5,4800.00,20,2025.00,1
901243,2025-01-17,700634,3,5400.00,,1350.00,No
901244,2025-01-24,700634,4,5400.00,,1350.00,N
901245,2025-01-31,700634,4,5400.00,,1350.00,
901246,2025-02-07,700634,3,5400.00,,1350.00,1
901247,2024-05-11,700635,5,7200.00,,3600.00,
901248,2024-05-18,700635,5,7200.00,,3600.00,Y
901249,2024-07-11,700637,3,4800.00,,4800.00,Yes
901250,2024-08-06,700638,1,6000.00,20,5250.00,1
901251,2023-11-27,700639,1,5400.00,50,1199.05,0
901252,2024-07-12,700641,5,6000.00,,6000.00,Y
901253,2024-05-11,700642,3,5400.00,40,1762.97,No
901254,2024-07-18,700643,1,4800.00,,2400.00,
901255,2024-07-25,700643,4,4800.00,,2400.00,1
901256,2025-07-13,700644,3,5400.00,,766.44,No
901257,2025-07-20,700644,2,5400.00,,766.44,No
901258,2025-07-27,700644,5,5400.00,,766.45,
901259,2024-12-23,700645,1,4800.00,10,889.46,
901260,2024-12-30,700645,4,4800.00,10,889.46,0
901261,2025-01-06,700645,1,4800.00,10,889.47,
901262,2024-01-19,700647,5,7200.00,,1800.00,0
901263,2024-01-26,700647,1,7200.00,,1800.00,N
901264,2024-02-02,700647,2,7200.00,,1800.00,No
901265,2024-02-09,700647,4,7200.00,,1800.00,Y
901266,2024-10-15,700648,4,3500.00,,3500.00,1
901267,2024-11-25,700650,2,5400.00,60,4201.76,N
901268,2024-02-16,700651,2,4800.00,60,2400.00,No
901269,2024-02-23,700651,5,4800.00,60,2400.00,Y
901270,2024-04-23,700652,3,4200.00,,3304.66,0
901271,2025-06-28,700653,4,4800.00,20,4050.00,Y
901272,2023-12-20,700654,1,3500.00,,1500.85,No
901273,2025-05-31,700656,2,5400.00,,2700.00,No
901274,2025-06-07,700656,5,5400.00,,2700.00,Y
901275,2025-07-09,700657,3,4800.00,,4800.00,Y
901276,2024-04-01,700658,2,3500.00,30,1300.19,No
901277,2024-10-02,700659,4,5400.00,50,1275.00,0
901278,2024-10-09,700659,1,5400.00,50,1275.00,N
901279,2024-10-16,700659,2,5400.00,50,1275.00,0
901280,2024-10-23,700659,3,5400.00,50,1275.00,1
901281,2024-08-25,700660,3,7200.00,,1800.00,0
901282,2024-09-01,700660,1,7200.00,,1800.00,N
901283,2024-09-08,700660,5,7200.00,,1800.00,No
901284,2024-09-15,700660,3,7200.00,,1800.00,Y
901285,2024-03-01,700661,5,4800.00,30,599.57,No
901286,2024-03-08,700661,5,4800.00,30,599.57,No
901287,2024-03-15,700661,4,4800.00,30,599.57,0
901288,2024-01-29,700662,3,7200.00,30,3000.00,0
901289,2024-02-05,700662,4,7200.00,30,3000.00,Y
901290,2024-10-26,700663,5,4200.00,,1050.00,No
901291,2024-11-02,700663,1,4200.00,,1050.00,No
901292,2024-11-09,700663,2,4200.00,,1050.00,N
901293,2024-11-16,700663,3,4200.00,,1050.00,Y
901294,2025-07-07,700664,2,5400.00,,5400.00,1
901295,2025-05-05,700665,3,6000.00,,6000.00,Yes
901296,2024-02-08,700666,3,5400.00,,5400.00,Y
901297,2024-06-01,700667,3,5400.00,,661.07,N
901298,2024-06-08,700667,4,5400.00,,661.07,N
901299,2024-06-15,700667,4,5400.00,,661.07,0
901300,2024-06-22,700667,2,5400.00,,661.08,
901301,2024-08-18,700668,1,6000.00,,1026.07,N
901302,2024-08-25,700668,2,6000.00,,1026.07,No
901303,2024-01-20,700669,3,4800.00,,2117.20,
901304,2025-07-12,700670,2,4800.00,50,748.25,0
901305,2025-07-19,700670,4,4800.00,50,748.25,0
901306,2025-07-26,700670,1,4800.00,50,748.25,0
901307,2025-08-02,700670,3,4800.00,50,748.25,
901308,2024-03-27,700671,4,7200.00,50,3450.00,0
901309,2024-04-03,700671,5,7200.00,50,3450.00,Yes
901310,2024-07-18,700672,5,5400.00,60,5400.00,1
901311,2024-04-23,700673,3,5400.00,50,966.32,N
901312,2024-04-30,700673,3,5400.00,50,966.31,N
901313,2025-04-06,700674,4,5400.00,10,1600.36,
901314,2025-04-13,700674,2,5400.00,10,1600.36,N
901315,2024-08-11,700675,2,4800.00,,4800.00,1
901316,2024-09-03,700676,1,5400.00,50,367.84,0
901317,2024-09-10,700676,4,5400.00,50,367.84,N
901318,2024-09-17,700676,4,5400.00,50,367.84,N
901319,2024-09-24,700676,4,5400.00,50,367.85,No
901320,2024-09-29,700677,4,3500.00,50,868.32,No
901321,2024-10-06,700677,5,3500.00,50,868.32,N
901322,2024-10-13,700677,1,3500.00,50,868.31,0
901323,2024-01-23,700678,2,4800.00,,4800.00,Yes
901324,2024-09-22,700679,4,6000.00,60,3908.02,0
901325,2024-04-10,700680,5,3500.00,30,2300.00,Yes
901326,2025-04-30,700681,3,4800.00,,1200.00,
901327,2025-05-07,700681,5,4800.00,,1200.00,No
901328,2025-05-14,700681,3,4800.00,,1200.00,0
901329,2025-05-21,700681,3,4800.00,,1200.00,Y
901330,2025-04-08,700682,4,4200.00,50,975.00,No
901331,2025-04-15,700682,5,4200.00,50,975.00,
901332,2025-04-22,700682,3,4200.00,50,975.00,No
901333,2025-04-29,700682,1,4200.00,50,975.00,Y
901334,2024-04-20,700683,3,3500.00,,3500.00,Y
901335,2024-09-18,700684,1,5400.00,50,2550.00,0
901336,2024-09-25,700684,1,5400.00,50,2550.00,Yes
901337,2024-07-30,700685,5,4200.00,,416.57,0
901338,2024-08-06,700685,2,4200.00,,416.57,N
901339,2024-08-13,700685,1,4200.00,,416.56,N
901340,2025-09-09,700686,1,5400.00,,1800.00,No
901341,2025-09-16,700686,3,5400.00,,1800.00,No
901342,2025-09-23,700686,4,5400.00,,1800.00,Yes
901343,2024-07-30,700688,3,4200.00,,457.71,0
901344,2024-08-06,700688,4,4200.00,,457.71,No
901345,2024-08-13,700688,2,4200.00,,457.71,N
901346,2024-05-31,700689,2,5400.00,60,5400.00,1
901347,2024-10-23,700690,3,4200.00,20,3450.00,1
901348,2024-09-03,700691,1,3500.00,30,1150.00,0
901349,2024-09-10,700691,1,3500.00,30,1150.00,1
901350,2025-09-19,700692,1,4800.00,10,2150.00,
901351,2025-09-26,700692,1,4800.00,10,2150.00,Y
901352,2025-01-18,700693,3,5400.00,,1350.00,
901353,2025-01-25,700693,1,5400.00,,1350.00,No
901354,2025-02-01,700693,2,5400.00,,1350.00,No
901355,2025-02-08,700693,4,5400.00,,1350.00,Y
901356,2024-06-17,700694,5,3500.00,,640.26,0
901357,2024-06-24,700694,2,3500.00,,640.26,
901358,2024-07-01,700694,4,3500.00,,640.25,N
901359,2024-05-11,700695,5,4200.00,,4200.00,Y
901360,2024-10-20,700696,2,4800.00,30,3600.00,1
901361,2024-08-12,700697,2,5400.00,,5400.00,1
901362,2024-12-19,700698,3,6000.00,,342.31,No
901363,2024-12-26,700698,4,6000.00,,342.31,N
901364,2025-01-02,700698,3,6000.00,,342.31,No
901365,2025-01-09,700698,2,6000.00,,342.30,No
901366,2023-12-20,700699,2,3500.00,10,750.00,
901367,2023-12-27,700699,1,3500.00,10,750.00,
901368,2024-01-03,700699,5,3500.00,10,750.00,
901369,2024-01-10,700699,3,3500.00,10,750.00,1
901370,2024-09-30,700700,5,3500.00,,730.76,0
901371,2024-10-07,700700,2,3500.00,,730.76,N
901372,2024-10-14,700700,1,3500.00,,730.76,N
901373,2024-10-21,700700,5,3500.00,,730.76,0
901374,2024-01-16,700701,5,4800.00,10,1400.74,No
901375,2024-01-23,700701,3,4800.00,10,1400.74,
901376,2024-10-01,700702,4,6000.00,40,726.66,0
901377,2024-10-08,700702,4,6000.00,40,726.66,0
901378,2024-10-15,700702,4,6000.00,40,726.67,No
901379,2025-02-28,700703,5,7200.00,,2400.00,0
901380,2025-03-07,700703,3,7200.00,,2400.00,N
901381,2025-03-14,700703,5,7200.00,,2400.00,Y
901382,2025-07-05,700704,5,3500.00,20,1375.00,
901383,2025-07-12,700704,1,3500.00,20,1375.00,Yes
901384,2024-02-04,700705,2,3500.00,20,1375.00,
901385,2024-02-11,700705,2,3500.00,20,1375.00,Y
901386,2024-06-22,700706,4,7200.00,,865.14,0
901387,2024-06-29,700706,2,7200.00,,865.15,N
901388,2023-12-18,700707,4,5400.00,50,5100.00,1
901389,2025-01-24,700708,5,6000.00,,6000.00,Y
901390,2024-07-16,700709,5,4200.00,50,975.00,
901391,2024-07-23,700709,5,4200.00,50,975.00,No
901392,2024-07-30,700709,4,4200.00,50,975.00,N
901393,2024-08-06,700709,1,4200.00,50,975.00,Yes
901394,2024-12-02,700710,5,6000.00,50,1349.34,
901395,2024-12-09,700710,1,6000.00,50,1349.34,No
901396,2024-12-16,700710,3,6000.00,50,1349.34,
901397,2024-08-09,700711,1,4200.00,20,995.98,N
901398,2024-08-16,700711,4,4200.00,20,995.98,N
901399,2024-08-23,700711,4,4200.00,20,995.98,N
901400,2025-04-01,700712,2,4800.00,10,1433.33,
901401,2025-04-08,700712,3,4800.00,10,1433.33,0
901402,2025-04-15,700712,2,4800.00,10,1433.34,1
901403,2024-11-12,700715,2,3500.00,,875.00,0
901404,2024-11-19,700715,5,3500.00,,875.00,
901405,2024-11-26,700715,5,3500.00,,875.00,No
901406,2024-12-03,700715,1,3500.00,,875.00,1
901407,2024-09-27,700716,3,7200.00,,2027.18,N
901408,2024-10-04,700716,5,7200.00,,2027.19,No
901409,2024-11-04,700717,3,6000.00,,6000.00,Y
901410,2024-11-07,700718,1,5400.00,,1800.00,N
901411,2024-11-14,700718,3,5400.00,,1800.00,0
901412,2024-11-21,700718,5,5400.00,,1800.00,Yes
901413,2025-07-10,700720,5,4800.00,60,2400.00,
901414,2025-07-17,700720,4,4800.00,60,2400.00,Yes
901415,2024-04-30,700721,3,4800.00,,353.68,No
901416,2024-05-07,700721,2,4800.00,,353.68,N
901417,2024-05-14,700721,4,4800.00,,353.68,
901418,2024-05-21,700721,4,4800.00,,353.69,N
901419,2024-02-03,700722,2,7200.00,,7200.00,Yes
901420,2025-06-12,700723,2,3500.00,,3145.81,N
901421,2025-07-18,700724,2,3500.00,,1568.65,N
901422,2025-05-23,700725,5,7200.00,40,2600.00,N
901423,2025-05-30,700725,3,7200.00,40,2600.00,Y
901424,2024-09-22,700726,3,3500.00,,350.61,
901425,2024-09-29,700726,5,3500.00,,350.61,N
901426,2024-10-06,700726,2,3500.00,,350.61,0
901427,2024-10-13,700726,5,3500.00,,350.61,
901428,2024-09-04,700727,2,7200.00,60,1800.00,No
901429,2024-09-11,700727,2,7200.00,60,1800.00,N
901430,2024-09-18,700727,2,7200.00,60,1800.00,N
901431,2024-09-25,700727,2,7200.00,60,1800.00,Yes
901432,2024-06-24,700728,5,4800.00,10,1075.00,0
901433,2024-07-01,700728,2,4800.00,10,1075.00,0
901434,2024-07-08,700728,2,4800.00,10,1075.00,N
901435,2024-07-15,700728,4,4800.00,10,1075.00,Y
901436,2024-09-20,700729,1,6000.00,30,2400.00,N
901437,2024-09-27,700729,1,6000.00,30,2400.00,1
901438,2024-07-20,700730,3,7200.00,,7200.00,Yes
901439,2024-07-29,700731,2,6000.00,,6000.00,Y
901440,2024-05-05,700732,3,7200.00,,2400.00,N
901441,2024-05-12,700732,2,7200.00,,2400.00,N
901442,2024-05-19,700732,3,7200.00,,2400.00,Y
901443,2024-11-25,700733,2,3500.00,30,213.78,No
901444,2024-12-02,700733,5,3500.00,30,213.78,No
901445,2024-12-09,700733,4,3500.00,30,213.78,No
901446,2023-12-02,700734,2,4800.00,10,910.92,0
901447,2023-12-09,700734,2,4800.00,10,910.92,
901448,2023-12-16,700734,4,4800.00,10,910.91,No
901449,2024-01-02,700735,2,6000.00,10,1595.44,No
901450,2024-01-09,700735,1,6000.00,10,1595.44,No
901451,2024-01-16,700735,5,6000.00,10,1595.43,0
901452,2024-03-14,700736,4,7200.00,10,5922.46,No
901453,2024-05-06,700737,1,3500.00,60,3500.00,Yes
901454,2025-02-10,700738,2,5400.00,60,5400.00,Y
901455,2025-04-16,700740,3,4800.00,,1979.81,No
901456,2025-04-23,700740,5,4800.00,,1979.81,N
901457,2025-03-14,700741,4,3500.00,,875.00,0
901458,2025-03-21,700741,1,3500.00,,875.00,0
901459,2025-03-28,700741,1,3500.00,,875.00,
901460,2025-04-04,700741,2,3500.00,,875.00,Y
901461,2025-01-10,700742,1,4200.00,,4200.00,Y
901462,2025-09-28,700743,5,4200.00,,1050.00,No
901463,2025-10-05,700743,1,4200.00,,1050.00,No
901464,2025-10-12,700743,5,4200.00,,1050.00,0
901465,2025-10-19,700743,1,4200.00,,1050.00,Y
901466,2025-05-05,700744,2,7200.00,,708.55,0
901467,2025-05-12,700744,4,7200.00,,708.55,0
901468,2025-05-19,700744,2,7200.00,,708.55,
901469,2025-05-26,700744,4,7200.00,,708.54,0
901470,2024-12-12,700745,1,4800.00,60,4800.00,1
901471,2025-05-07,700746,5,6000.00,,6000.00,1
901472,2024-03-19,700747,5,4200.00,,1306.86,N
901473,2024-03-26,700747,4,4200.00,,1306.86,
901474,2024-02-14,700748,2,7200.00,,3600.00,N
901475,2024-02-21,700748,1,7200.00,,3600.00,1
901476,2024-08-16,700749,5,5400.00,60,1850.37,
901477,2024-08-23,700749,2,5400.00,60,1850.37,
901478,2024-02-02,700750,2,3500.00,,875.00,N
901479,2024-02-09,700750,5,3500.00,,875.00,N
901480,2024-02-16,700750,4,3500.00,,875.00,
901481,2024-02-23,700750,2,3500.00,,875.00,1
901482,2025-09-10,700751,1,6000.00,20,1187.51,N
901483,2025-09-17,700751,4,6000.00,20,1187.51,
901484,2025-09-24,700751,1,6000.00,20,1187.51,No
901485,2023-12-19,700752,4,3500.00,,2799.74,
901486,2025-07-27,700753,1,3500.00,50,611.31,No
901487,2025-08-03,700753,1,3500.00,50,611.31,N
901488,2025-08-10,700753,2,3500.00,50,611.30,0
901489,2025-03-20,700754,4,3500.00,60,3500.00,Y
901490,2025-01-31,700755,4,4800.00,,2400.00,0
901491,2025-02-07,700755,1,4800.00,,2400.00,Yes
901492,2025-06-01,700756,3,4800.00,40,1182.83,N
901493,2025-06-08,700756,1,4800.00,40,1182.83,
901494,2025-03-18,700757,1,6000.00,30,4800.00,1
901495,2024-09-26,700758,1,4800.00,30,1800.00,No
901496,2024-10-03,700758,1,4800.00,30,1800.00,Y
901497,2025-08-09,700759,3,4800.00,20,1350.00,No
901498,2025-08-16,700759,2,4800.00,20,1350.00,0
901499,2025-08-23,700759,5,4800.00,20,1350.00,Yes
901500,2024-10-26,700761,5,3500.00,20,2750.00,Y
901501,2024-10-23,700762,1,3500.00,,750.39,0
901502,2024-10-30,700762,2,3500.00,,750.39,0
901503,2024-07-04,700763,4,6000.00,30,566.02,
901504,2024-07-11,700763,2,6000.00,30,566.02,N
901505,2024-10-18,700764,2,4800.00,,1600.00,0
901506,2024-10-25,700764,4,4800.00,,1600.00,0
901507,2024-11-01,700764,2,4800.00,,1600.00,Y
901508,2024-04-23,700765,5,4800.00,20,4050.00,Yes
901509,2024-04-15,700766,1,4200.00,,2100.00,
901510,2024-04-22,700766,3,4200.00,,2100.00,Yes
901511,2024-03-16,700767,2,4200.00,10,3700.00,Y
901512,2024-12-10,700768,4,4800.00,,1032.38,
901513,2024-12-17,700768,3,4800.00,,1032.38,No
901514,2024-12-24,700768,5,4800.00,,1032.38,No
901515,2024-12-31,700768,5,4800.00,,1032.38,0
901516,2025-04-12,700769,2,3500.00,,1033.92,N
901517,2025-04-19,700769,3,3500.00,,1033.92,No
901518,2024-02-05,700770,2,6000.00,40,1244.23,
901519,2024-02-12,700770,4,6000.00,40,1244.23,N
901520,2025-06-09,700771,2,4200.00,60,622.64,0
901521,2025-06-16,700771,1,4200.00,60,622.64,0
901522,2024-08-14,700772,5,4200.00,40,1100.00,0
901523,2024-08-21,700772,2,4200.00,40,1100.00,Y
901524,2024-03-15,700773,4,4800.00,10,2150.00,N
901525,2024-03-22,700773,2,4800.00,10,2150.00,Y
901526,2024-09-25,700774,3,5400.00,60,2700.00,0
901527,2024-10-02,700774,1,5400.00,60,2700.00,1
901528,2025-09-04,700775,3,4800.00,,2400.00,N
901529,2025-09-11,700775,4,4800.00,,2400.00,Yes
901530,2024-03-30,700776,5,3500.00,60,875.00,
901531,2024-04-06,700776,3,3500.00,60,875.00,0
901532,2024-04-13,700776,1,3500.00,60,875.00,No
901533,2024-04-20,700776,3,3500.00,60,875.00,Yes
901534,2025-04-13,700777,4,3500.00,,2472.53,0
901535,2025-08-02,700778,2,7200.00,,2400.00,No
901536,2025-08-09,700778,1,7200.00,,2400.00,
901537,2025-08-16,700778,5,7200.00,,2400.00,Y
901538,2024-01-07,700779,2,4800.00,60,2400.00,
901539,2024-01-14,700779,1,4800.00,60,2400.00,Yes
901540,2024-01-01,700781,5,4200.00,10,925.00,
901541,2024-01-08,700781,1,4200.00,10,925.00,0
901542,2024-01-15,700781,3,4200.00,10,925.00,No
901543,2024-01-22,700781,2,4200.00,10,925.00,1
901544,2024-03-10,700783,4,7200.00,10,1675.00,N
901545,2024-03-17,700783,4,7200.00,10,1675.00,
901546,2024-03-24,700783,5,7200.00,10,1675.00,0
901547,2024-03-31,700783,1,7200.00,10,1675.00,Y
901548,2024-07-15,700784,5,4200.00,40,237.90,N
901549,2024-07-22,700784,1,4200.00,40,237.89,N
901550,2024-01-26,700785,3,4200.00,,1400.00,No
901551,2024-02-02,700785,5,4200.00,,1400.00,0
901552,2024-02-09,700785,1,4200.00,,1400.00,1
901553,2024-03-24,700786,2,5400.00,50,3035.38,0
901554,2025-03-31,700787,2,7200.00,,2400.00,No
901555,2025-04-07,700787,1,7200.00,,2400.00,0
901556,2025-04-14,700787,3,7200.00,,2400.00,Y
901557,2024-03-29,700788,4,3500.00,,501.23,
901558,2024-04-05,700788,4,3500.00,,501.23,No
901559,2024-04-12,700788,3,3500.00,,501.23,N
901560,2024-04-19,700788,1,3500.00,,501.21,
901561,2024-06-25,700789,2,3500.00,,587.12,
901562,2024-07-02,700789,1,3500.00,,587.12,N
901563,2024-07-09,700789,4,3500.00,,587.11,N
901564,2024-01-15,700790,3,6000.00,,2570.34,0
901565,2024-01-22,700790,1,6000.00,,2570.34,0
901566,2024-02-05,700791,5,4800.00,30,1800.00,No
901567,2024-02-12,700791,2,4800.00,30,1800.00,Yes
901568,2024-01-17,700792,5,4800.00,30,1200.00,0
901569,2024-01-24,700792,1,4800.00,30,1200.00,N
901570,2024-01-31,700792,4,4800.00,30,1200.00,Y
901571,2024-05-09,700793,3,4200.00,30,1500.00,N
901572,2024-05-16,700793,2,4200.00,30,1500.00,1
901573,2024-09-06,700794,4,5400.00,,3016.42,
901574,2025-01-01,700795,2,4800.00,20,4050.00,Y
901575,2025-04-13,700797,4,5400.00,60,1800.00,No
901576,2025-04-20,700797,2,5400.00,60,1800.00,
901577,2025-04-27,700797,1,5400.00,60,1800.00,1
901578,2025-07-20,700798,3,7200.00,20,1612.50,N
901579,2025-07-27,700798,2,7200.00,20,1612.50,0
901580,2025-08-03,700798,2,7200.00,20,1612.50,0
901581,2025-08-10,700798,5,7200.00,20,1612.50,Y
901582,2023-12-19,700799,3,4200.00,,1090.15,0
901583,2023-12-26,700799,1,4200.00,,1090.15,No
901584,2025-07-06,700800,2,4200.00,,2100.00,
901585,2025-07-13,700800,2,4200.00,,2100.00,Yes
901586,2025-04-10,700801,4,3500.00,,1214.51,No
901587,2025-04-19,700802,3,3500.00,,3500.00,Yes
901588,2025-01-21,700803,3,3500.00,,1448.72,0
901589,2025-01-28,700803,4,3500.00,,1448.72,No
901590,2024-08-30,700804,5,6000.00,20,686.77,
901591,2024-09-06,700804,3,6000.00,20,686.77,0
901592,2024-09-13,700804,5,6000.00,20,686.77,N
901593,2024-09-20,700804,3,6000.00,20,686.79,No
901594,2025-06-11,700805,3,7200.00,40,1733.33,N
901595,2025-06-18,700805,5,7200.00,40,1733.33,N
901596,2025-06-25,700805,4,7200.00,40,1733.34,Y
901597,2025-01-05,700806,4,4800.00,10,1433.33,
901598,2025-01-12,700806,4,4800.00,10,1433.33,
901599,2025-01-19,700806,4,4800.00,10,1433.34,Y
901600,2024-05-24,700808,4,4200.00,50,3900.00,Y
901601,2024-10-09,700809,4,4800.00,50,1125.00,
901602,2024-10-16,700809,1,4800.00,50,1125.00,0
901603,2024-10-23,700809,2,4800.00,50,1125.00,N
901604,2024-10-30,700809,5,4800.00,50,1125.00,1
901605,2025-07-05,700810,1,5400.00,,2700.00,N
901606,2025-07-12,700810,4,5400.00,,2700.00,Y
901607,2024-03-10,700811,4,4800.00,40,308.52,No
901608,2024-03-17,700811,5,4800.00,40,308.53,
901609,2025-06-29,700812,1,4200.00,40,556.70,N
901610,2025-07-06,700812,1,4200.00,40,556.70,
901611,2024-11-07,700813,3,4200.00,,4200.00,Yes
901612,2025-09-10,700814,3,6000.00,30,966.92,N
901613,2025-09-17,700814,4,6000.00,30,966.92,N
901614,2025-09-24,700814,5,6000.00,30,966.92,N
901615,2025-10-01,700814,3,6000.00,30,966.93,
901616,2025-05-06,700815,4,7200.00,60,3600.00,No
901617,2025-05-13,700815,3,7200.00,60,3600.00,Yes
901618,2025-03-23,700816,5,4800.00,30,696.98,N
901619,2025-03-30,700816,5,4800.00,30,696.98,N
901620,2024-10-28,700817,5,4200.00,30,3000.00,1
901621,2023-11-26,700818,3,4800.00,,1600.00,
901622,2023-12-03,700818,3,4800.00,,1600.00,0
901623,2023-12-10,700818,5,4800.00,,1600.00,1
901624,2024-05-23,700819,1,4200.00,,1050.00,0
901625,2024-05-30,700819,4,4200.00,,1050.00,No
901626,2024-06-06,700819,1,4200.00,,1050.00,0
901627,2024-06-13,700819,4,4200.00,,1050.00,Yes
901628,2024-06-22,700820,4,4200.00,,4200.00,1
901629,2024-12-08,700821,4,7200.00,30,1654.62,
901630,2024-03-15,700823,5,4800.00,,2400.00,N
901631,2024-03-22,700823,1,4800.00,,2400.00,1
901632,2025-01-23,700824,4,4800.00,10,2150.00,0
901633,2025-01-30,700824,1,4800.00,10,2150.00,1
901634,2024-06-08,700825,5,3500.00,,3500.00,Y
901635,2025-06-15,700826,3,4200.00,,1824.71,0
901636,2024-01-21,700827,2,4800.00,,4800.00,Y
901637,2024-03-22,700828,1,4800.00,,1200.00,0
901638,2024-03-29,700828,2,4800.00,,1200.00,0
901639,2024-04-05,700828,4,4800.00,,1200.00,No
901640,2024-04-12,700828,1,4800.00,,1200.00,Y
901641,2024-02-24,700829,2,3500.00,50,3200.00,Yes
901642,2024-10-31,700830,5,5400.00,40,1700.00,0
901643,2024-11-07,700830,4,5400.00,40,1700.00,Yes
901644,2024-06-18,700831,3,4800.00,,963.88,0
901645,2024-06-25,700831,4,4800.00,,963.88,0
901646,2024-07-02,700831,2,4800.00,,963.88,
901647,2024-01-06,700832,2,3500.00,60,3500.00,Yes
901648,2024-02-22,700833,2,4800.00,,2400.00,No
901649,2024-02-29,700833,4,4800.00,,2400.00,Y
901650,2024-07-19,700834,3,6000.00,60,4869.06,
901651,2024-02-17,700835,4,3500.00,60,1166.67,No
901652,2024-02-24,700835,3,3500.00,60,1166.67,0
901653,2024-03-02,700835,3,3500.00,60,1166.66,1
901654,2024-03-20,700836,5,3500.00,60,875.00,0
901655,2024-03-27,700836,1,3500.00,60,875.00,0
901656,2024-04-03,700836,2,3500.00,60,875.00,0
901657,2024-04-10,700836,5,3500.00,60,875.00,Y
901658,2024-10-14,700837,1,5400.00,,2700.00,
901659,2024-10-21,700837,5,5400.00,,2700.00,1
901660,2024-02-23,700838,5,4800.00,,4800.00,Y
901661,2024-02-17,700839,4,6000.00,,3000.00,0
901662,2024-02-24,700839,1,6000.00,,3000.00,Y
901663,2024-05-28,700840,5,4200.00,,2100.00,N
901664,2024-06-04,700840,1,4200.00,,2100.00,Y
901665,2024-03-01,700841,5,7200.00,50,2266.53,0
901666,2024-03-08,700841,1,7200.00,50,2266.53,0
901667,2025-08-11,700842,4,4800.00,,829.71,0
901668,2025-08-18,700842,4,4800.00,,829.71,No
901669,2025-08-25,700842,2,4800.00,,829.71,
901670,2025-09-01,700842,5,4800.00,,829.70,0
901671,2024-11-29,700843,1,3500.00,,1750.00,N
901672,2024-12-06,700843,5,3500.00,,1750.00,Y
901673,2025-02-02,700844,2,4800.00,,4800.00,Yes
901674,2025-05-25,700845,2,4800.00,30,1800.00,N
901675,2025-06-01,700845,5,4800.00,30,1800.00,Y
901676,2024-06-06,700846,4,7200.00,60,3600.00,
901677,2024-06-13,700846,1,7200.00,60,3600.00,1
901678,2024-04-22,700847,2,7200.00,,3600.00,No
901679,2024-04-29,700847,3,7200.00,,3600.00,Y
901680,2024-10-22,700848,2,6000.00,10,1616.64,
901681,2024-10-29,700848,5,6000.00,10,1616.64,N
901682,2024-11-05,700848,3,6000.00,10,1616.65,N
901683,2025-04-29,700849,5,5400.00,,1800.00,N
901684,2025-05-06,700849,3,5400.00,,1800.00,0
901685,2025-05-13,700849,1,5400.00,,1800.00,Yes
901686,2025-01-11,700850,2,4200.00,40,301.48,N
901687,2025-01-18,700850,2,4200.00,40,301.47,No
901688,2025-03-25,700851,3,7200.00,,917.59,No
901689,2025-04-01,700851,2,7200.00,,917.59,0
901690,2024-05-07,700852,1,4200.00,,406.58,No
901691,2024-05-14,700852,4,4200.00,,406.58,No
901692,2024-05-21,700852,2,4200.00,,406.58,0
901693,2024-05-28,700852,1,4200.00,,406.58,
901694,2025-05-24,700853,2,4200.00,,430.55,No
901695,2025-05-31,700853,3,4200.00,,430.55,0
901696,2025-06-07,700853,4,4200.00,,430.55,
901697,2024-01-15,700854,1,7200.00,,1069.16,No
901698,2024-01-22,700854,5,7200.00,,1069.16,
901699,2024-01-29,700854,4,7200.00,,1069.16,N
901700,2024-02-05,700854,5,7200.00,,1069.16,No
901701,2025-02-12,700855,1,4200.00,30,1000.00,
901702,2025-02-19,700855,2,4200.00,30,1000.00,N
901703,2025-02-26,700855,4,4200.00,30,1000.00,Yes
901704,2024-09-13,700856,2,4800.00,30,1876.48,0
901705,2025-04-12,700857,2,7200.00,,3600.00,0
901706,2025-04-19,700857,3,7200.00,,3600.00,1
901707,2025-01-15,700858,1,4200.00,40,225.31,
901708,2025-01-22,700858,1,4200.00,40,225.31,N
901709,2025-01-29,700858,2,4200.00,40,225.31,0
901710,2025-02-05,700858,5,4200.00,40,225.32,
901711,2024-08-01,700859,4,6000.00,10,3037.07,0
901712,2025-07-12,700860,4,6000.00,20,1774.72,0
901713,2025-07-19,700860,4,6000.00,20,1774.73,0
901714,2024-09-08,700861,5,7200.00,,959.24,No
901715,2024-09-15,700861,4,7200.00,,959.24,
901716,2024-09-22,700861,3,7200.00,,959.24,0
901717,2024-03-02,700862,4,6000.00,,1955.95,
901718,2024-03-09,700862,2,6000.00,,1955.95,0
901719,2025-06-16,700863,5,7200.00,30,3000.00,0
901720,2025-06-23,700863,3,7200.00,30,3000.00,1
901721,2025-07-03,700864,5,5400.00,,5400.00,Y
901722,2024-05-26,700865,1,4200.00,,4200.00,Y
901723,2025-02-05,700866,3,5400.00,30,4200.00,1
901724,2025-03-06,700867,5,7200.00,30,1060.85,0
901725,2025-03-13,700867,1,7200.00,30,1060.85,N
901726,2025-03-20,700867,3,7200.00,30,1060.85,N
901727,2024-04-24,700868,2,5400.00,60,897.63,N
901728,2024-05-01,700868,3,5400.00,60,897.64,No
901729,2024-03-31,700869,1,4200.00,,4200.00,Yes
901730,2024-01-25,700870,4,3500.00,,659.39,No
901731,2024-02-01,700870,5,3500.00,,659.40,0
901732,2024-02-18,700871,4,6000.00,,4865.81,
901733,2025-05-06,700872,2,7200.00,,3600.00,N
