enrl_id,enrl_date,stu_id,course_id,cohort_id,status
700729,2024-09-20,5319,210,308,active
700730,2024-07-20,5271,217,306,active
700731,2024-07-29,5188,206,306,active
700732,2024-05-05,5291,202,304,active
700733,2024-11-25,5181,219,309,active
700734,2023-12-02,5304,205,301,active
700735,2024-01-02,5577,219,301,active
700736,2024-03-14,5562,202,303,active
700737,2024-05-06,5597,202,304,active
700738,2025-02-10,5168,202,311,active
700739,2024-02-05,5564,220,302,active
700740,2025-04-16,5449,216,313,active
700741,2025-03-14,5087,209,312,active
700742,2025-01-10,5040,209,310,cancelled
700743,2025-09-28,5171,224,316,active
700744,2025-05-05,5085,214,313,active
700745,2024-12-12,5018,206,310,active
700746,2025-05-07,5498,208,313,active
700747,2024-03-19,5291,214,303,active
700748,2024-02-14,5594,221,302,active
700749,2024-08-16,5017,215,307,active
700750,2024-02-02,5352,211,302,active
700751,2025-09-10,5503,214,316,active
700752,2023-12-19,5093,203,301,active
700753,2025-07-27,5512,210,315,active
700754,2025-03-20,5360,208,312,active
700755,2025-01-31,5206,207,311,active
700756,2025-06-01,5556,218,314,cancelled
700757,2025-03-18,5580,203,312,active
700758,2024-09-26,5352,216,308,active
700759,2025-08-09,5386,221,315,active
700760,2024-07-04,5327,206,306,active
700761,2024-10-26,5268,210,308,active
700762,2024-10-23,5500,204,308,active
700763,2024-07-04,5230,210,306,active
700764,2024-10-18,5319,212,308,cancelled
700765,2024-04-23,5430,215,304,active
700766,2024-04-15,5227,205,304,active
700767,2024-03-16,5407,210,303,active
700768,2024-12-10,5429,213,310,active
700769,2025-04-12,5597,220,312,active
700770,2024-02-05,5375,214,302,active
700771,2025-06-09,5550,207,314,active
700772,2024-08-14,5290,207,307,active
700773,2024-03-15,5223,222,303,active
700774,2024-09-25,5002,222,308,active
700775,2025-09-04,5225,217,316,active
700776,2024-03-30,5241,205,303,active
700777,2025-04-13,5203,220,313,active
700778,2025-08-02,5553,211,315,active
700779,2024-01-07,5018,214,302,active
700780,2024-07-19,5544,206,306,active
700781,2024-01-01,5546,222,301,active
700782,2024-02-18,5320,205,302,active
700783,2024-03-10,5548,202,303,active
700784,2024-07-15,5421,215,306,active
700785,2024-01-26,5512,208,302,active
700786,2024-03-24,5001,203,303,active
700787,2025-03-31,5567,214,312,active
700788,2024-03-29,5318,208,304,active
700789,2024-06-25,5339,201,306,active
700790,2024-01-15,5308,211,302,active
700791,2024-02-05,5033,216,302,active
700792,2024-01-17,5292,215,302,active
700793,2024-05-09,5575,222,304,active
700794,2024-09-06,5052,204,307,active
700795,2025-01-01,5274,216,310,active
700796,2025-08-09,5106,205,315,active
700797,2025-04-13,5524,211,313,active
700798,2025-07-20,5129,220,315,active
700799,2023-12-19,5019,213,301,active
700800,2025-07-06,5242,220,315,active
700801,2025-04-10,5423,218,312,active
700802,2025-04-19,5486,224,313,active
700803,2025-01-21,5347,221,311,active
700804,2024-08-30,5341,218,307,active
700805,2025-06-11,5507,212,314,active
700806,2025-01-05,5050,218,310,active
700807,2024-05-25,5244,210,305,active
700808,2024-05-24,5105,215,305,active
700809,2024-10-09,5256,212,308,active
700810,2025-07-05,5313,201,314,active
700811,2024-03-10,5330,203,303,active
700812,2025-06-29,5463,203,314,active
700813,2024-11-07,5190,220,309,active
700814,2025-09-10,5379,208,316,active
700815,2025-05-06,5374,215,313,active
700816,2025-03-23,5503,216,312,active
700817,2024-10-28,5417,223,309,active
700818,2023-11-26,5266,208,301,active
700819,2024-05-23,5197,217,305,active
700820,2024-06-22,5362,213,305,active
700821,2024-12-08,5252,223,310,active
700822,2024-03-31,5249,218,304,active
700823,2024-03-15,5491,218,303,active
700824,2025-01-23,5127,218,311,active
700825,2024-06-08,5210,208,305,cancelled
700826,2025-06-15,5361,206,314,active
700827,2024-01-21,5536,224,302,active
700828,2024-03-22,5026,211,303,active
700829,2024-02-24,5331,212,303,active
700830,2024-10-31,5424,216,309,active
700831,2024-06-18,5038,208,305,active
700832,2024-01-06,5464,219,302,active
700833,2024-02-22,5423,210,303,active
700834,2024-07-19,5195,217,306,active
700835,2024-02-17,5345,216,302,active
700836,2024-03-20,5029,216,303,active
700837,2024-10-14,5362,219,308,active
700838,2024-02-23,5196,224,303,active
700839,2024-02-17,5330,221,303,active
700840,2024-05-28,5425,222,305,active
700841,2024-03-01,5577,222,303,active
700842,2025-08-11,5317,214,315,active
700843,2024-11-29,5368,218,309,active
700844,2025-02-02,5254,208,311,active
700845,2025-05-25,5507,224,314,active
700846,2024-06-06,5592,213,305,active
700847,2024-04-22,5137,209,304,active
700848,2024-10-22,5376,218,308,active
700849,2025-04-29,5195,213,313,active
700850,2025-01-11,5094,209,310,active
700851,2025-03-25,5458,224,312,active
700852,2024-05-07,5178,220,304,active
700853,2025-05-24,5183,219,314,active
700854,2024-01-15,5198,203,302,active
700855,2025-02-12,5425,214,311,active
700856,2024-09-13,5169,224,308,active
700857,2025-04-12,5279,210,313,active
700858,2025-01-15,5393,202,310,active
700859,2024-08-01,5414,224,306,active
700860,2025-07-12,5405,203,315,active
700861,2024-09-08,5049,218,307,active
700862,2024-03-02,5091,213,303,active
700863,2025-06-16,5407,221,314,active
700864,2025-07-03,5472,213,314,active
700865,2024-05-26,5305,220,305,active
700866,2025-02-05,5193,210,311,active
700867,2025-03-06,5516,208,312,active
700868,2024-04-24,5189,217,304,active
700869,2024-03-31,5213,205,304,active
700870,2024-01-25,5169,208,302,active
700871,2024-02-18,5059,205,303,active
700872,2025-05-06,5218,208,313,active
700873,2024-09-28,5485,205,308,active
700874,2024-08-25,5036,223,307,active
700875,2025-07-24,5066,218,315,active
700876,2023-11-28,5120,218,301,active
700877,2023-12-11,5565,201,301,active
700878,2025-05-17,5457,222,313,active
700879,2024-07-01,5217,208,306,active
700880,2024-05-16,5223,217,305,active
700881,2024-05-20,5059,209,305,cancelled
700882,2024-08-03,5594,207,306,active
700883,2024-07-21,5301,203,306,active
700884,2024-10-27,5261,216,309,active
700885,2024-11-28,5141,209,309,active
700886,2024-04-29,5360,222,304,active
700887,2024-02-29,5147,224,303,active
700888,2025-08-02,5103,209,315,active
700889,2024-09-13,5210,202,308,active
700890,2025-09-15,5432,224,316,active
700891,2024-01-14,5134,216,302,active
700892,2024-06-22,5534,205,306,active
700893,2025-09-20,5120,204,316,active
700894,2024-09-23,5309,204,308,active
700895,2024-02-04,5473,203,302,active
700896,2025-05-21,5423,217,313,active
700897,2025-06-14,5592,202,314,active
700898,2024-04-22,5081,224,304,active
700899,2025-08-14,5008,206,315,active
700900,2024-12-02,5506,203,309,active
700901,2024-01-21,5228,207,302,active
700902,2023-12-10,5226,204,301,active
700903,2023-11-25,5486,220,301,active
700904,2025-03-02,5368,218,311,active
700905,2025-06-01,5287,224,314,active
700906,2025-06-05,5125,211,314,active
700907,2024-11-02,5380,209,309,active
700908,2025-08-15,5135,203,316,active
700909,2024-10-14,5025,218,308,active
700910,2024-03-24,5051,215,303,active
700911,2024-04-14,5568,211,304,active
700912,2024-12-06,5263,224,310,active
700913,2023-12-13,5151,204,301,active
700914,2024-11-13,5254,220,309,active
700915,2024-04-23,5033,216,304,active
700916,2024-02-29,5032,220,303,active
700917,2024-02-27,5319,221,303,active
700918,2024-05-19,5200,215,305,active
700919,2024-02-15,5078,201,302,active
700920,2024-03-19,5096,209,303,active
700921,2025-09-26,5346,207,316,active
700922,2025-03-20,5363,220,312,active
700923,2025-05-13,5377,208,313,active
700924,2025-05-12,5155,214,313,active
700925,2025-08-03,5547,210,315,active
700926,2024-03-13,5122,221,303,active
700927,2025-01-27,5142,222,311,active
700928,2025-08-21,5387,204,316,active
700929,2025-06-21,5303,221,314,active
700930,2025-05-28,5365,202,314,active
700931,2024-06-21,5293,217,305,active
700932,2024-11-25,5229,201,309,active
700933,2024-09-16,5468,216,308,cancelled
700934,2024-08-03,5513,212,307,active
700935,2025-02-05,5359,210,311,active
700936,2023-11-29,5334,209,301,active
700937,2025-07-05,5486,213,314,cancelled
700938,2025-04-29,5382,203,313,active
700939,2024-05-12,5220,220,305,active
700940,2023-12-28,5477,201,301,active
700941,2025-05-20,5519,221,313,active
700942,2024-04-12,5594,206,304,active
700943,2024-07-17,5527,210,306,cancelled
700944,2025-03-01,5091,212,312,active
700945,2023-12-29,5172,212,301,active
700946,2024-01-03,5312,219,301,active
700947,2024-11-23,5388,204,309,active
700948,2024-12-24,5338,208,310,active
700949,2023-12-14,5180,208,301,active
700950,2025-01-28,5556,203,311,active
700951,2024-12-16,5588,213,310,active
700952,2024-11-19,5039,224,309,active
700953,2024-04-02,5184,222,304,active
700954,2024-07-26,5404,220,306,active
700955,2024-10-29,5204,209,309,active
700956,2025-09-19,5340,205,316,active
700957,2024-01-28,5278,216,302,active
700958,2025-03-20,5094,203,312,active
700959,2024-08-02,5508,220,307,active
700960,2024-09-22,5143,203,308,active
700961,2024-12-15,5339,209,310,active
700962,2024-03-30,5289,209,304,cancelled
700963,2025-07-06,5576,204,315,active
700964,2024-06-13,5341,201,305,active
700965,2024-11-05,5522,201,309,active
700966,2024-03-31,5240,222,304,active
700967,2025-06-21,5484,206,314,active
700968,2025-03-02,5542,224,311,active
700969,2024-08-03,5426,222,307,cancelled
700970,2024-10-25,5525,214,309,active
700971,2024-12-17,5444,209,310,active
700972,2025-04-28,5416,215,313,active
700973,2024-01-25,5218,213,302,active
700974,2024-01-28,5432,204,302,active
700975,2025-05-08,5501,216,313,active
700976,2025-05-20,5589,211,313,active
700977,2024-11-19,5505,221,309,active
700978,2025-01-16,5267,211,310,active
700979,2025-09-21,5039,224,316,active
700980,2024-01-07,5572,217,302,active
700981,2024-04-01,5520,209,304,active
700982,2025-06-06,5539,208,314,active
700983,2025-02-18,5203,202,311,active
700984,2024-02-02,5026,222,302,active
700985,2025-03-07,5457,211,312,active
700986,2024-09-14,5041,222,308,active
700987,2024-04-10,5442,224,304,active
700988,2024-06-17,5450,212,305,active
700989,2025-01-22,5327,222,311,active
700990,2024-07-07,5107,215,306,active
700991,2024-01-12,5181,219,302,active
700992,2024-10-27,5344,221,308,active
700993,2024-06-04,5304,218,305,active
700994,2024-11-07,5340,223,309,active
700995,2024-02-21,5527,201,303,active
700996,2024-03-23,5348,216,303,active
700997,2025-09-09,5210,210,316,active
700998,2025-07-31,5267,216,315,active
700999,2025-03-11,5379,213,312,active
701000,2024-03-06,5405,212,303,active
701001,2025-07-29,5387,203,315,active
701002,2024-02-25,5434,208,303,active
701003,2024-05-13,5375,213,305,active
701004,2024-05-19,5276,210,305,active
701005,2024-03-29,5463,214,304,active
701006,2024-04-28,5579,205,304,active
701007,2025-06-26,5138,221,314,active
701008,2024-09-22,5158,201,308,active
701009,2025-08-17,5048,221,315,active
701010,2024-01-11,5230,208,302,cancelled
701011,2024-12-06,5401,215,309,active
701012,2024-12-17,5434,224,310,active
701013,2025-05-23,5227,224,313,active
701014,2025-03-26,5113,203,312,active
701015,2024-05-12,5073,224,305,active
701016,2025-04-13,5597,219,313,active
701017,2024-05-26,5461,213,305,active
701018,2025-02-19,5105,205,311,cancelled
701019,2024-01-07,5056,213,301,active
701020,2024-07-13,5018,215,306,active
701021,2025-02-10,5402,217,311,active
701022,2024-10-10,5436,204,308,active
701023,2024-07-04,5254,218,306,active
701024,2025-02-20,5209,218,311,active
701025,2025-04-16,5431,209,313,cancelled
701026,2024-09-28,5559,211,308,active
701027,2025-04-19,5254,203,313,active
701028,2024-05-26,5248,213,305,active
701029,2024-02-25,5155,205,303,active
701030,2024-03-01,5501,220,303,active
701031,2025-08-04,5035,212,315,active
701032,2025-07-31,5475,216,315,active
701033,2024-02-15,5351,210,302,active
701034,2024-06-04,5034,212,305,active
701035,2025-06-21,5452,220,314,active
701036,2025-09-15,5342,211,316,active
701037,2024-09-29,5296,224,308,active
701038,2024-10-03,5348,209,308,active
701039,2025-03-17,5015,208,312,active
701040,2025-07-06,5341,208,314,active
701041,2023-12-25,5385,213,301,active
701042,2024-12-21,5377,214,310,active
701043,2024-03-20,5487,224,303,active
701044,2024-09-24,5171,214,308,active
701045,2024-08-12,5551,220,307,active
701046,2025-02-28,5589,213,312,active
701047,2024-06-27,5356,210,306,active
701048,2024-07-12,5243,222,306,active
701049,2025-02-26,5280,219,311,active
701050,2024-03-15,5411,220,303,cancelled
701051,2025-03-24,5019,206,312,active
701052,2024-02-16,5448,213,302,active
701053,2024-12-31,5585,202,310,active
701054,2024-10-01,5487,224,308,active
701055,2025-05-06,5574,207,313,cancelled
701056,2024-08-12,5485,215,307,active
701057,2024-07-18,5597,222,306,active
701058,2025-02-11,5068,207,311,active
701059,2024-07-18,5267,217,306,active
701060,2025-03-11,5146,221,312,active
701061,2023-12-14,5171,209,301,active
701062,2024-01-07,5218,217,301,active
701063,2024-02-08,5170,216,302,active
701064,2024-08-04,5509,220,307,active
701065,2024-08-26,5176,213,307,active
701066,2024-09-30,5594,220,308,active
701067,2024-12-08,5459,211,310,active
701068,2024-11-21,5591,224,309,active
701069,2025-04-03,5385,209,312,active
701070,2025-04-11,5130,210,313,active
701071,2025-07-10,5294,217,315,active
701072,2024-05-04,5159,222,304,active
701073,2024-05-10,5051,208,304,active
701074,2025-02-28,5073,216,311,active
701075,2025-09-10,5438,209,316,active
701076,2025-07-25,5204,215,315,active
701077,2025-07-12,5285,209,315,active
701078,2024-04-13,5539,217,304,active
701079,2025-05-24,5569,221,313,active
701080,2024-08-07,5056,211,307,active
701081,2024-07-04,5535,212,306,active
701082,2024-08-25,5535,210,307,active
701083,2025-07-29,5197,210,315,active
701084,2024-09-25,5442,205,308,active
701085,2024-01-16,5277,215,302,active
701086,2024-10-01,5540,216,308,active
701087,2025-06-03,5398,214,314,active
701088,2024-04-19,5558,214,304,active
701089,2024-01-24,5200,223,302,active
701090,2024-07-02,5283,208,306,active
701091,2024-03-24,5011,203,303,active
701092,2025-03-08,5448,204,312,active
701093,2025-03-19,5222,209,312,active
701094,2024-03-02,5010,223,303,active
701095,2024-05-18,5204,207,305,active
701096,2024-01-19,5523,215,302,active
701097,2024-11-24,5585,209,309,active
701098,2025-04-13,5331,223,313,active
701099,2024-04-02,5565,221,304,active
701100,2024-05-10,5339,214,305,active
701101,2025-04-10,5157,203,312,active
701102,2024-04-02,5200,224,304,active
701103,2025-06-11,5177,206,314,active
701104,2024-07-07,5595,204,306,active
701105,2024-07-14,5512,210,306,active
701106,2024-12-04,5138,210,309,active
701107,2024-04-14,5134,221,304,active
701108,2024-02-28,5403,222,303,active
701109,2025-06-18,5200,206,314,active
701110,2025-01-19,5320,221,311,active
701111,2025-07-06,5384,212,315,active
701112,2025-05-25,5271,201,314,active
701113,2024-12-17,5589,214,310,active
701114,2024-09-26,5552,223,308,active
701115,2025-05-07,5181,207,313,active
701116,2024-07-16,5064,219,306,active
701117,2024-12-25,5265,220,310,active
701118,2025-04-16,5308,211,313,active
701119,2025-04-04,5402,211,312,active
701120,2024-02-15,5393,203,302,active
701121,2025-05-19,5011,223,313,active
701122,2024-09-05,5519,220,307,active
701123,2024-10-19,5258,208,308,active
701124,2024-08-30,5510,205,307,active
701125,2025-06-10,5191,220,314,active
701126,2023-12-19,5086,203,301,active
701127,2024-05-05,5261,209,304,active
701128,2024-09-29,5306,219,308,active
701129,2025-04-19,5069,203,313,active
701130,2025-04-08,5505,221,312,active
701131,2025-03-07,5277,204,312,active
701132,2024-07-18,5014,217,306,active
701133,2024-05-05,5171,212,304,active
701134,2024-04-13,5593,210,304,active
701135,2025-02-16,5583,209,311,active
701136,2024-11-12,5118,207,309,active
701137,2023-12-14,5019,211,301,active
701138,2024-06-27,5039,223,306,active
701139,2024-09-17,5504,205,308,active
701140,2025-06-30,5491,207,314,active
701141,2025-01-21,5257,201,311,active
701142,2024-02-03,5565,221,302,active
701143,2025-06-29,5489,206,314,active
701144,2025-05-28,5161,206,314,active
701145,2024-01-25,5053,220,302,active
701146,2024-03-07,5034,214,303,active
701147,2024-01-11,5188,212,302,active
701148,2025-02-22,5592,217,311,active
701149,2025-03-28,5215,224,312,active
701150,2025-04-07,5326,206,312,active
701151,2024-12-28,5045,213,310,active
701152,2024-05-19,5338,204,305,active
701153,2024-10-17,5304,217,308,active
701154,2024-02-23,5495,217,303,active
701155,2024-08-16,5181,222,307,active
701156,2024-10-30,5393,205,309,active
701157,2024-09-08,5296,202,307,active
701158,2024-04-21,5133,206,304,cancelled
701159,2024-10-04,5416,201,308,active
701160,2025-06-08,5556,214,314,active
701161,2024-10-07,5211,212,308,active
701162,2025-01-10,5138,218,310,active
701163,2025-02-14,5516,223,311,active
701164,2024-08-02,5204,212,306,active
701165,2024-10-07,5213,201,308,active
701166,2024-10-05,5416,212,308,active
701167,2025-07-17,5492,201,315,active
701168,2024-12-11,5037,221,310,active
701169,2024-10-01,5468,220,308,active
701170,2025-07-04,5036,201,314,active
701171,2025-01-12,5321,222,310,active
701172,2025-08-17,5474,223,315,active
701173,2025-04-11,5504,203,312,active
701174,2025-05-11,5453,211,313,active
701175,2024-08-03,5296,201,307,active
701176,2023-12-26,5579,222,301,active
701177,2024-12-08,5405,207,309,active
701178,2025-04-13,5229,221,312,active
701179,2025-04-20,5105,206,313,active
701180,2024-03-13,5087,219,303,active
701181,2024-11-13,5227,207,309,active
701182,2025-07-18,5051,223,315,active
701183,2024-09-17,5206,217,308,active
701184,2025-07-14,5009,206,315,active
701185,2025-05-29,5001,219,314,active
701186,2024-04-02,5482,214,304,active
701187,2025-04-16,5451,201,313,active
701188,2025-07-18,5463,207,315,active
701189,2024-09-05,5019,210,307,active
701190,2024-06-04,5253,202,305,active
701191,2025-09-27,5294,217,316,active
701192,2024-06-15,5504,202,305,active
701193,2023-12-20,5068,221,301,active
701194,2025-01-25,5047,210,311,active
701195,2025-06-03,5432,216,314,active
701196,2025-02-20,5397,208,311,active
701197,2024-05-14,5461,217,305,cancelled
701198,2024-06-25,5411,220,306,active
701199,2024-09-18,5555,215,308,active
701200,2025-05-26,5215,208,314,cancelled
701201,2024-03-15,5593,222,303,active
701202,2025-06-27,5127,211,314,active
701203,2025-04-15,5464,222,313,active
701204,2025-07-05,5279,204,314,active
701205,2025-01-01,5108,203,310,active
701206,2024-01-07,5457,221,301,active
701207,2025-01-27,5364,221,311,active
701208,2024-12-21,5005,220,310,active
701209,2024-01-10,5583,218,302,active
701210,2025-05-01,5073,224,313,active
701211,2024-06-04,5252,219,305,active
701212,2025-09-11,5193,217,316,active
701213,2024-04-23,5223,217,304,active
701214,2025-01-20,5521,220,311,active
701215,2024-11-02,5317,201,309,active
701216,2024-08-31,5545,220,307,active
701217,2025-06-28,5567,210,314,active
701218,2024-12-08,5588,219,310,active
701219,2024-05-11,5215,214,305,active
701220,2024-06-22,5370,223,306,active
701221,2025-04-17,5543,211,313,active
701222,2025-03-08,5540,215,312,active
701223,2024-10-19,5492,224,308,active
701224,2024-04-27,5599,206,304,active
701225,2024-09-06,5299,217,307,active
701226,2023-12-25,5225,209,301,active
701227,2024-03-03,5083,205,303,active
701228,2023-12-20,5514,208,301,active
701229,2024-08-29,5448,215,307,active
701230,2025-08-27,5151,212,316,active
701231,2024-07-05,5554,224,306,active
701232,2024-06-18,5104,204,305,active
701233,2024-04-28,5399,212,304,active
701234,2024-12-25,5048,201,310,active
701235,2024-11-01,5171,201,309,active
701236,2024-02-02,5306,221,302,active
701237,2025-08-26,5055,212,316,active
701238,2025-07-10,5248,218,315,active
701239,2023-12-25,5297,213,301,active
701240,2024-06-07,5281,206,305,active
701241,2025-08-14,5443,212,315,active
701242,2024-01-28,5290,213,302,active
701243,2024-02-17,5196,203,302,active
701244,2025-07-12,5562,223,315,active
701245,2025-05-16,5474,215,313,active
701246,2024-10-29,5553,212,309,active
701247,2024-11-07,5591,219,309,active
701248,2024-08-03,5138,216,306,active
701249,2024-11-02,5274,213,309,active
701250,2023-12-17,5408,214,301,active
701251,2024-02-17,5345,203,302,active
701252,2025-08-22,5316,207,316,active
701253,2024-01-21,5570,223,302,active
701254,2025-03-20,5156,210,312,active
701255,2025-06-13,5283,218,314,active
701256,2024-08-12,5359,201,307,active
701257,2024-10-13,5043,209,308,active
701258,2024-08-29,5550,218,307,active
701259,2025-07-10,5525,214,315,active
701260,2025-06-17,5022,202,314,active
701261,2025-03-01,5222,205,311,active
701262,2024-07-28,5153,203,306,active
701263,2024-07-03,5095,205,306,active
701264,2025-09-26,5397,220,316,active
701265,2024-06-29,5070,212,306,active
701266,2025-01-22,5219,224,311,active
701267,2024-01-17,5066,218,302,active
701268,2025-01-11,5242,208,310,active
701269,2024-12-14,5249,207,310,active
701270,2025-09-07,5091,222,316,active
701271,2025-07-14,5549,223,315,active
701272,2024-03-12,5489,202,303,active
701273,2024-08-08,5225,222,307,cancelled
701274,2024-02-27,5339,210,303,active
701275,2024-02-21,5340,208,303,active
701276,2025-08-13,5420,209,315,active
701277,2025-07-04,5535,209,314,active
701278,2025-08-31,5037,213,316,active
701279,2024-04-02,5148,206,304,cancelled
701280,2024-11-12,5506,220,309,active
701281,2024-09-01,5558,221,307,active
701282,2025-02-23,5345,221,311,active
701283,2025-04-10,5107,204,312,active
701284,2025-08-25,5310,210,316,active
701285,2025-06-15,5517,224,314,active
701286,2025-09-21,5109,202,316,active
701287,2025-04-17,5466,223,313,active
701288,2025-07-15,5340,202,315,active
701289,2024-06-08,5464,201,305,active
701290,2025-07-26,5231,203,315,active
701291,2024-03-31,5390,205,304,active
701292,2024-10-01,5082,215,308,active
701293,2025-07-28,5471,222,315,active
701294,2024-03-21,5228,208,303,active
701295,2023-12-19,5503,222,301,active
701296,2024-06-29,5558,222,306,active
701297,2023-12-13,5067,219,301,active
701298,2025-09-11,5151,214,316,active
701299,2025-04-14,5151,218,313,active
701300,2024-08-23,5244,215,307,active
701301,2024-04-05,5361,213,304,active
701302,2024-01-07,5379,208,302,active
701303,2024-08-29,5405,201,307,active
701304,2024-06-19,5341,204,305,active
701305,2025-03-16,5489,215,312,active
701306,2025-08-26,5068,212,316,active
701307,2024-02-23,5143,216,303,active
701308,2025-07-28,5121,206,315,active
701309,2025-07-06,5221,211,315,active
701310,2025-05-25,5264,205,313,active
701311,2023-12-09,5441,208,301,active
701312,2025-09-18,5297,204,316,active
701313,2024-06-27,5404,212,306,active
701314,2024-01-19,5198,221,302,active
701315,2024-01-14,5151,202,302,active
701316,2025-07-13,5379,203,315,active
701317,2025-07-24,5015,201,315,cancelled
701318,2023-12-10,5555,215,301,active
701319,2024-06-02,5142,201,305,active
701320,2023-11-28,5570,201,301,active
701321,2024-07-31,5528,209,306,active
701322,2024-11-24,5015,223,309,active
701323,2024-08-03,5467,222,307,active
701324,2024-09-12,5426,212,307,active
701325,2024-12-30,5566,222,310,active
701326,2024-01-09,5086,204,302,active
701327,2025-01-11,5339,211,310,active
701328,2024-02-19,5396,207,303,active
701329,2024-01-13,5536,217,302,active
701330,2025-07-21,5070,210,315,active
701331,2025-05-23,5056,222,313,active
701332,2025-03-28,5410,208,312,active
701333,2025-05-30,5175,204,314,active
701334,2024-03-06,5324,212,303,active
701335,2025-07-04,5589,208,314,active
701336,2025-05-11,5565,222,313,active
701337,2024-02-01,5052,205,302,active
701338,2025-07-11,5268,222,315,active
701339,2025-01-03,5274,209,310,active
701340,2024-05-23,5129,214,305,active
701341,2024-03-28,5130,224,303,active
701342,2025-05-26,5436,223,314,active
701343,2024-07-12,5268,219,306,active
701344,2025-02-20,5478,212,311,active
701345,2024-12-22,5431,216,310,active
701346,2025-06-04,5326,216,314,active
701347,2025-07-29,5374,207,315,active
701348,2023-12-16,5581,208,301,active
701349,2024-12-07,5574,215,310,active
701350,2025-01-29,5312,214,311,active
701351,2025-09-25,5126,212,316,active
701352,2025-04-23,5588,211,313,active
701353,2025-07-24,5346,224,315,active
701354,2024-07-15,5480,221,306,active
701355,2025-03-17,5386,204,312,active
701356,2025-03-01,5369,207,312,active
701357,2025-01-18,5564,210,310,active
701358,2024-11-22,5212,201,309,active
701359,2024-03-24,5264,201,303,cancelled
701360,2024-08-11,5409,207,307,active
701361,2024-03-25,5577,203,303,active
701362,2025-04-01,5319,217,312,active
701363,2024-02-05,5042,219,302,active
701364,2025-01-28,5371,222,311,active
701365,2025-03-13,5112,205,312,active
701366,2024-01-12,5186,204,302,active
701367,2025-05-16,5458,201,313,active
701368,2025-08-13,5404,209,315,active
701369,2023-11-25,5027,221,301,active
701370,2024-03-31,5230,211,304,active
701371,2024-03-03,5269,224,303,active
701372,2024-08-11,5124,206,307,active
701373,2025-09-14,5075,224,316,active
701374,2025-04-20,5161,222,313,active
701375,2023-12-20,5464,209,301,active
701376,2024-04-21,5499,207,304,active
701377,2024-02-11,5566,203,302,active
701378,2023-11-30,5346,216,301,active
701379,2024-10-09,5185,213,308,active
701380,2024-11-15,5080,220,309,active
701381,2025-02-09,5536,203,311,active
701382,2025-01-12,5247,204,310,active
701383,2025-02-17,5259,203,311,active
701384,2025-05-19,5175,219,313,active
701385,2025-08-04,5188,205,315,active
701386,2024-06-30,5270,219,306,active
701387,2025-04-11,5003,206,313,active
701388,2024-07-31,5374,223,306,active
701389,2023-12-16,5316,207,301,active
701390,2024-07-15,5126,222,306,active
701391,2024-12-18,5392,223,310,active
701392,2024-08-02,5529,213,307,active
701393,2025-06-03,5526,208,314,active
701394,2024-05-11,5039,217,304,active
701395,2023-12-09,5137,223,301,active
701396,2024-05-05,5551,224,304,active
701397,2024-08-03,5463,206,306,active
701398,2025-06-23,5163,218,314,active
701399,2024-01-27,5474,202,302,active
701400,2023-12-05,5294,221,301,active
701401,2025-08-18,5279,201,316,active
701402,2025-06-03,5083,221,314,active
701403,2024-08-17,5259,204,307,active
701404,2024-06-22,5584,210,305,active
701405,2025-03-19,5550,212,312,active
701406,2025-08-11,5503,207,315,active
701407,2023-12-29,5434,206,301,cancelled
701408,2025-01-09,5266,211,310,active
701409,2024-06-03,5489,223,305,active
701410,2025-07-04,5545,209,314,cancelled
701411,2024-04-17,5465,215,304,active
701412,2023-11-26,5449,209,301,cancelled
701413,2024-01-04,5019,206,301,active
701414,2025-04-08,5152,205,312,active
701415,2025-03-09,5535,205,312,active
701416,2024-10-10,5146,204,308,active
701417,2023-12-07,5476,220,301,active
701418,2023-12-10,5566,206,301,active
701419,2025-03-06,5454,207,312,cancelled
701420,2025-09-09,5580,222,316,active
701421,2025-05-18,5564,223,313,active
701422,2025-04-14,5221,223,313,active
701423,2024-02-16,5013,212,302,active
701424,2024-08-29,5309,201,307,active
701425,2025-04-01,5119,205,312,active
701426,2024-06-08,5186,201,305,cancelled
701427,2025-04-17,5572,205,313,active
701428,2025-06-28,5052,224,314,active
701429,2024-02-23,5323,203,303,cancelled
701430,2025-05-06,5210,220,313,active
701431,2024-03-02,5468,222,303,active
701432,2025-04-04,5121,209,312,active
701433,2024-06-04,5004,221,305,active
701434,2024-02-03,5291,203,302,active
701435,2024-05-14,5326,214,305,active
701436,2024-11-01,5374,221,309,active
701437,2024-03-30,5516,213,303,active
701438,2024-10-10,5504,202,308,active
701439,2024-07-21,5525,213,306,cancelled
701440,2024-08-15,5059,220,307,active
701441,2024-08-06,5571,205,307,active
701442,2025-06-29,5192,204,314,active
701443,2025-09-13,5415,212,316,active
701444,2025-08-04,5376,214,315,active
701445,2025-06-28,5481,208,314,active
701446,2025-03-30,5199,222,312,active
701447,2024-07-26,5222,207,306,active
701448,2024-09-09,5117,209,307,active
701449,2024-07-05,5436,210,306,active
701450,2024-01-21,5137,216,302,active
701451,2025-07-19,5221,211,315,active
701452,2025-09-06,5454,204,316,active
701453,2025-07-15,5520,223,315,active
701454,2025-04-29,5026,224,313,active
701455,2024-02-09,5437,209,302,active
701456,2025-07-29,5171,221,315,cancelled
701457,2025-07-27,5537,223,315,active
701458,2025-02-17,5242,207,311,active
