ProductID	ProductName	ProductCategory	ProductSubCategory	ProductContainer	ProductBaseMargin
1012355	"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"	Office Supplies	Binders and Binder Accessories	Small Box	0.38
492210	Canon BP1200DH 12-Digit Bubble Jet Printing Calculator	Technology	Office Machines	Medium Box	0.36
203194	Canon F603 Scientific Calculator	Technology	Office Machines	Medium Box	0.36
125839	Canon Image Class D660 Copier	Technology	Copiers and Fax	Large Box	0.44
360858	Canon imageCLASS 2200 Advanced Copier	Technology	Copiers and Fax	Large Box	0.37
920949	Canon Imageclass D680 Copier / Fax	Technology	Copiers and Fax	Large Box	0.54
482713	Canon MP100DHII Printing Calculator	Technology	Office Machines	Medium Box	0.37
681369	Canon MP25DIII Desktop Whisper-Quiet Printing Calculator	Technology	Office Machines	Medium Box	0.37
56287	Canon MP41DH Printing Calculator	Technology	Office Machines	Medium Box	0.38
445991	Canon P1-DHIII Palm Printing Calculator	Technology	Office Machines	Medium Box	0.40
1039462	Canon PC-428 Personal Copier	Technology	Copiers and Fax	Large Box	0.46
205200	Canon PC1060 Personal Laser Copier	Technology	Copiers and Fax	Large Box	0.41
710507	Canon PC1080F Personal Copier	Technology	Copiers and Fax	Large Box	0.50
651577	Canon S750 Color Inkjet Printer	Technology	Office Machines	Jumbo Drum	0.38
392183	Cardinal Holdit Business Card Pockets	Office Supplies	Binders and Binder Accessories	Small Box	0.37
821997	Cardinal Poly Pocket Divider Pockets for Ring Binders	Office Supplies	Binders and Binder Accessories	Small Box	0.40
820841	"Cardinal Slant-D¨ Ring Binder, Heavy Gauge Vinyl"	Office Supplies	Binders and Binder Accessories	Small Box	0.39
643318	"Career Cubicle Clock, 8 1/4"", Black"	Furniture	Office Furnishings	Small Box	0.47
322672	"Carina 42""Hx23 3/4""W Media Storage Unit"	Office Supplies	Storage & Organization	Large Box	0.83
224170	Carina Double Wide Media Storage Towers in Natural & Black	Office Supplies	Storage & Organization	Large Box	0.81
281434	"Carina Mini System Audio Rack, Model AR050B"	Office Supplies	Storage & Organization	Large Box	0.82
442073	Catalog Binders with Expanding Posts	Office Supplies	Binders and Binder Accessories	Small Box	0.40
677137	CF 688	Technology	Telephones and Communication	Small Box	0.58
784982	CF 888	Technology	Telephones and Communication	Small Box	0.59
826113	Chromcraft Bull-Nose Wood Oval Conference Tables & Bases	Furniture	Tables	Jumbo Box	0.71
899480	"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"	Furniture	Tables	Jumbo Box	0.68
73324	Chromcraft Rectangular Conference Tables	Furniture	Tables	Jumbo Box	0.61
759968	Col-Erase¨ Pencils with Erasers	Office Supplies	Pens & Art Supplies	Wrap Bag	0.56
697651	Colored Envelopes	Office Supplies	Envelopes	Small Box	0.39
872912	Colored Push Pins	Office Supplies	Rubber Bands	Wrap Bag	0.49
1016325	Coloredge Poster Frame	Furniture	Office Furnishings	Wrap Bag	0.46
617337	Colorific¨ Watercolor Pencils	Office Supplies	Pens & Art Supplies	Wrap Bag	0.56
386136	"Companion Letter/Legal File, Black"	Office Supplies	Storage & Organization	Small Box	0.57
632742	Computer Printout Index Tabs	Office Supplies	Binders and Binder Accessories	Small Box	0.37
1003701	Computer Printout Paper with Letter-Trim Perforations	Office Supplies	Paper	Small Box	0.37
541994	"Computer Room Manger, 14"""	Furniture	Office Furnishings	Small Box	0.49
499554	"Conquestª 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"	Office Supplies	Appliances	Small Box	0.56
410461	Contemporary Wood/Metal Frame	Furniture	Office Furnishings	Small Box	0.50
328938	Crate-A-Filesª	Office Supplies	Storage & Organization	Small Box	0.59
412528	"Crayola Anti Dust Chalk, 12/Pack"	Office Supplies	Pens & Art Supplies	Wrap Bag	0.40
460873	Crayola Colored Pencils	Office Supplies	Pens & Art Supplies	Wrap Bag	0.52
661590	"Dana Fluorescent Magnifying Lamp, White, 36"""	Furniture	Office Furnishings	Large Box	0.55
593564	Dana Halogen Swing-Arm Architect Lamp	Furniture	Office Furnishings	Large Box	0.57
542188	Dana Swing-Arm Lamps	Furniture	Office Furnishings	Large Box	0.60
908791	"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"	Furniture	Office Furnishings	Small Pack	0.40
304170	DAX Clear Channel Poster Frame	Furniture	Office Furnishings	Small Box	0.48
246243	"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"	Furniture	Office Furnishings	Small Pack	0.49
126813	"DAX Copper Panel Document Frame, 5 x 7 Size"	Furniture	Office Furnishings	Small Box	0.43
176425	DAX Cubicle Frames - 8x10	Furniture	Office Furnishings	Medium Box	0.55
610002	"DAX Cubicle Frames, 8-1/2 x 11"	Furniture	Office Furnishings	Small Pack	0.49
116706	"DAX Metal Frame, Desktop, Stepped-Edge"	Furniture	Office Furnishings	Small Pack	0.46
766415	DAX Natural Wood-Tone Poster Frame	Furniture	Office Furnishings	Small Box	0.49
532104	DAX Solid Wood Frames	Furniture	Office Furnishings	Medium Box	0.48
285119	"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"	Furniture	Office Furnishings	Small Pack	0.45
482686	"DAX Value U-Channel Document Frames, Easel Back"	Furniture	Office Furnishings	Medium Box	0.54
816613	DAX Wood Document Frame	Furniture	Office Furnishings	Small Pack	0.49
556506	DAX Wood Document Frame.	Furniture	Office Furnishings	Wrap Bag	0.54
221926	Decoflex Hanging Personal Folder File	Office Supplies	Storage & Organization	Small Box	0.59
678382	"Decoflex Hanging Personal Folder File, Blue"	Office Supplies	Storage & Organization	Small Box	0.58
728557	Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting	Furniture	Office Furnishings	Large Box	0.61
998209	"Deflect-o EconoMat Nonstudded, No Bevel Mat"	Furniture	Office Furnishings	Medium Box	0.65
135665	"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"	Furniture	Office Furnishings	Medium Box	0.76
931500	Deflect-o Glass Clear Studded Chair Mats	Furniture	Office Furnishings	Medium Box	0.63
1007032	"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"	Furniture	Office Furnishings	Medium Box	0.67
592044	"Deflect-o SuperTrayª Unbreakable Stackable Tray, Letter, Black"	Furniture	Office Furnishings	Small Box	0.42
243623	Deflect-O¨ Glasstiqueª Clear Desk Accessories	Furniture	Office Furnishings	Wrap Bag	0.52
674664	Deluxe Rollaway Locking File with Drawer	Office Supplies	Storage & Organization	Small Box	0.57
735275	Desktop 3-Pocket Hot File¨	Office Supplies	Storage & Organization	Small Box	0.59
896019	"Dixon My First Ticonderoga Pencil, #2"	Office Supplies	Pens & Art Supplies	Wrap Bag	0.56
779056	DIXON Oriole¨ Pencils	Office Supplies	Pens & Art Supplies	Wrap Bag	0.59
821950	"Dixon Prang¨ Watercolor Pencils, 10-Color Set with Brush"	Office Supplies	Pens & Art Supplies	Wrap Bag	0.44
161487	Dixon Ticonderoga Core-Lock Colored Pencils	Office Supplies	Pens & Art Supplies	Wrap Bag	0.52
686278	"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set"	Office Supplies	Pens & Art Supplies	Wrap Bag	0.41
512058	DIXON Ticonderoga¨ Erasable Checking Pencils	Office Supplies	Pens & Art Supplies	Wrap Bag	0.46
675127	"Dixon Ticonderoga¨ Erasable Colored Pencil Set, 12-Color"	Office Supplies	Pens & Art Supplies	Wrap Bag	0.51
834531	DMI Arturo Collection Mission-style Design Wood Chair	Furniture	Chairs & Chairmats	Jumbo Drum	0.59
174009	DMI Eclipse Executive Suite Bookcases	Furniture	Bookcases	Jumbo Box	0.66
68351	Document Clip Frames	Furniture	Office Furnishings	Wrap Bag	0.43
519834	"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"	Office Supplies	Labels	Small Box	0.36
481236	DPC 650 Piper	Technology	Telephones and Communication	Small Box	0.58
403305	"DS/HD IBM Formatted Diskettes, 10/Pack - Staples"	Technology	Computer Peripherals	Small Pack	0.64
640984	"DS/HD IBM Formatted Diskettes, 200/Pack - Staples"	Technology	Computer Peripherals	Small Pack	0.71
149455	"Dual Level, Single-Width Filing Carts"	Office Supplies	Storage & Organization	Small Box	0.59
49841	Durable Pressboard Binders	Office Supplies	Binders and Binder Accessories	Small Box	0.38
731946	"DXLª Angle-View Binders with Locking Rings, Black"	Office Supplies	Binders and Binder Accessories	Small Box	0.38
559984	"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"	Office Supplies	Paper	Small Box	0.37
1036156	Economy Binders	Office Supplies	Binders and Binder Accessories	Small Box	0.36
742923	Economy Rollaway Files	Office Supplies	Storage & Organization	Small Box	0.59
207567	EcoTones¨ Memo Sheets	Office Supplies	Paper	Wrap Bag	0.37
956439	Eldon Advantage¨ Chair Mats for Low to Medium Pile Carpets	Furniture	Office Furnishings	Medium Box	0.75
430810	Eldon Advantage¨ Foldable Chair Mats for Low Pile Carpets	Furniture	Office Furnishings	Medium Box	0.64
450925	Eldon Antistatic Chair Mats for Low to Medium Pile Carpets	Furniture	Office Furnishings	Large Box	0.79
552086	"Eldon Base for stackable storage shelf, platinum"	Office Supplies	Storage & Organization	Large Box	0.80
581893	Eldon Cleatmat Plusª Chair Mats for High Pile Carpets	Furniture	Office Furnishings	Medium Box	0.74
735084	Eldon Cleatmat¨ Chair Mats for Medium Pile Carpets	Furniture	Office Furnishings	Medium Box	0.72
265590	Eldon ClusterMat Chair Mat with Cordless Antistatic Protection	Furniture	Office Furnishings	Medium Box	0.74
429891	"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"	Furniture	Office Furnishings	Wrap Bag	0.67
760319	Eldon Econocleat¨ Chair Mats for Low Pile Carpets	Furniture	Office Furnishings	Wrap Bag	0.73
408433	Eldon Executive Woodline II Cherry Finish Desk Accessories	Furniture	Office Furnishings	Small Box	0.57
845978	Eldon Expressions Mahogany Wood Desk Collection	Furniture	Office Furnishings	Small Box	0.60
660527	"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"	Furniture	Office Furnishings	Small Box	0.57
370731	"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"	Furniture	Office Furnishings	Small Box	0.57
134249	"Eldon Expressionsª Desk Accessory, Wood Pencil Holder, Oak"	Furniture	Office Furnishings	Small Box	0.55
1010112	"Eldon Expressionsª Desk Accessory, Wood Photo Frame, Mahogany"	Furniture	Office Furnishings	Small Box	0.56
924265	Eldon Image Series Black Desk Accessories	Furniture	Office Furnishings	Small Box	0.49
858159	"Eldon Imge¨ Series Desk Accessories, Clear"	Furniture	Office Furnishings	Small Box	0.42
887573	Eldon Jumbo ProFileª Portable File Boxes Graphite/Black	Office Supplies	Storage & Organization	Small Box	0.57
335488	Eldon Pizzazª Desk Accessories	Furniture	Office Furnishings	Small Pack	0.41
884540	Eldon Portable Mobile Manager	Office Supplies	Storage & Organization	Medium Box	0.58
275015	Eldon Radial Chair Mat for Low to Medium Pile Carpets	Furniture	Office Furnishings	Wrap Bag	0.65
448604	"Eldon Regeneration Recycled Desk Accessories, Smoke"	Furniture	Office Furnishings	Small Pack	0.53
802904	Eldon Shelf Saversª Cubes and Bins	Office Supplies	Storage & Organization	Small Box	0.83
789960	Eldon Simplefile¨ Box Office¨	Office Supplies	Storage & Organization	Medium Box	0.57
858401	"Eldon Spacemaker¨ Box, Quick-Snap Lid, Clear"	Office Supplies	Pens & Art Supplies	Wrap Bag	0.54
623150	Eldon Wave Desk Accessories	Furniture	Office Furnishings	Small Box	0.41
115110	Eldon¨ 200 Classª Desk Accessories	Furniture	Office Furnishings	Small Box	0.53
743734	"Eldon¨ 200 Classª Desk Accessories, Burgundy"	Furniture	Office Furnishings	Small Box	0.43
410733	"Eldon¨ 300 Classª Desk Accessories, Black"	Furniture	Office Furnishings	Small Box	0.41
447798	"Eldon¨ 400 Classª Desk Accessories, Black Carbon"	Furniture	Office Furnishings	Small Pack	0.43
754038	Eldon¨ 500 Classª Desk Accessories	Furniture	Office Furnishings	Wrap Bag	0.52
552434	"Eldon¨ Executive Woodline II Desk Accessories, Mahogany"	Furniture	Office Furnishings	Small Box	0.58
525720	"Eldon¨ Expressionsª Wood and Plastic Desk Accessories, Oak"	Furniture	Office Furnishings	Small Box	0.57
431822	"Eldon¨ Expressionsª Wood Desk Accessories, Oak"	Furniture	Office Furnishings	Small Box	0.56
131291	Eldon¨ Gobal File Keepers	Office Supplies	Storage & Organization	Small Box	0.81
594094	"Eldon¨ Image Series Desk Accessories, Burgundy"	Furniture	Office Furnishings	Small Box	0.49
332624	Eldon¨ Wave Desk Accessories	Furniture	Office Furnishings	Small Box	0.43
579387	Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp	Furniture	Office Furnishings	Small Pack	0.37
480064	"Electrix Architect's Clamp-On Swing Arm Lamp, Black"	Furniture	Office Furnishings	Large Box	0.56
91652	Electrix Fluorescent Magnifier Lamps & Weighted Base	Furniture	Office Furnishings	Large Box	0.57
120431	Electrix Halogen Magnifier Lamp	Furniture	Office Furnishings	Large Box	0.59
829851	"Electrix Incandescent Magnifying Lamp, Black"	Furniture	Office Furnishings	Large Box	0.58
886452	"Elite 5"" Scissors"	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	0.55
280185	ELITE Series	Technology	Telephones and Communication	Small Box	0.58
670585	Epson C62 Color Inkjet Printer	Technology	Office Machines	Jumbo Box	0.35
621737	Epson C82 Color Inkjet Printer	Technology	Office Machines	Jumbo Drum	0.36
913152	Epson DFX-8500 Dot Matrix Printer	Technology	Office Machines	Jumbo Drum	0.57
425256	Epson DFX5000+ Dot Matrix Printer	Technology	Office Machines	Jumbo Drum	0.57
345368	Epson FX-2180 Wide Format Dot Matrix Printer	Technology	Office Machines	Jumbo Drum	0.57
27473	Epson FX-980 Dot Matrix Printer	Technology	Office Machines	Jumbo Drum	0.59
852926	Epson LQ-570e Dot Matrix Printer	Technology	Office Machines	Jumbo Drum	0.56
272273	Epson LQ-870 Dot Matrix Printer	Technology	Office Machines	Jumbo Drum	0.59
302796	Epson Stylus 1520 Color Inkjet Printer	Technology	Office Machines	Jumbo Drum	0.37
392324	Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac	Office Supplies	Appliances	Small Box	0.60
520419	"Eureka Hand Vacuum, Bagless"	Office Supplies	Appliances	Small Box	0.57
430772	"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"	Office Supplies	Paper	Small Box	0.37
210383	"Eureka Sanitaire ¨ Multi-Pro Heavy-Duty Upright, Disposable Bags"	Office Supplies	Appliances	Small Box	0.59
199819	Eureka The Boss¨ Cordless Rechargeable Stick Vac	Office Supplies	Appliances	Small Box	0.58
745182	"Eureka The Boss¨ Plus 12-Amp Hard Box Upright Vacuum, Red"	Office Supplies	Appliances	Small Box	0.58
179381	Euro Pro Shark Stick Mini Vacuum	Office Supplies	Appliances	Large Box	0.59
1100539	"Executive Impressions 12"" Wall Clock"	Furniture	Office Furnishings	Small Pack	0.47
739811	"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"	Furniture	Office Furnishings	Small Pack	0.47
980324	"Executive Impressions 13"" Chairman Wall Clock"	Furniture	Office Furnishings	Small Pack	0.50
1050983	"Executive Impressions 13"" Clairmont Wall Clock"	Furniture	Office Furnishings	Small Pack	0.44
299849	"Executive Impressions 14"""	Furniture	Office Furnishings	Small Pack	0.41
211351	"Executive Impressions 14"" Contract Wall Clock"	Furniture	Office Furnishings	Small Pack	0.52
682156	"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"	Furniture	Office Furnishings	Small Pack	0.41
105932	"Executive Impressions 14"" Two-Color Numerals Wall Clock"	Furniture	Office Furnishings	Small Pack	0.44
286374	"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"	Furniture	Office Furnishings	Small Pack	0.51
279720	Fellowes 17-key keypad for PS/2 interface	Technology	Computer Peripherals	Small Box	0.75
15497	Fellowes 8 Outlet Superior Workstation Surge Protector	Office Supplies	Appliances	Small Box	0.56
427305	Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection	Office Supplies	Appliances	Small Box	0.59
835973	Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System	Office Supplies	Storage & Organization	Small Box	0.73
300581	Fellowes Bankers Boxª Stor/Drawer¨ Steel Plusª	Office Supplies	Storage & Organization	Small Box	0.75
775181	Fellowes Bases and Tops For Staxonsteel¨/High-Stak¨ Systems	Office Supplies	Storage & Organization	Small Box	0.61
445951	Fellowes Binding Cases	Office Supplies	Binders and Binder Accessories	Small Box	0.40
918216	Fellowes Black Plastic Comb Bindings	Office Supplies	Binders and Binder Accessories	Small Box	0.39
376545	Fellowes Command Center 5-outlet power strip	Office Supplies	Appliances	Small Box	0.58
661762	Fellowes EZ Multi-Media Keyboard	Technology	Computer Peripherals	Small Box	0.76
454214	Fellowes High-Stak¨ Drawer Files	Office Supplies	Storage & Organization	Small Box	0.62
719525	"Fellowes Internet Keyboard, Platinum"	Technology	Computer Peripherals	Small Box	0.74
138181	Fellowes Mighty 8 Compact Surge Protector	Office Supplies	Appliances	Small Box	0.57
417265	"Fellowes Mobile File Cart, Black"	Office Supplies	Storage & Organization	Small Box	0.58
111176	Fellowes Neat Ideas¨ Storage Cubes	Office Supplies	Storage & Organization	Large Box	0.81
192481	Fellowes Officewareª Wire Shelving	Office Supplies	Storage & Organization	Large Box	0.83
616694	Fellowes PB300 Plastic Comb Binding Machine	Office Supplies	Binders and Binder Accessories	Small Box	0.38
158483	Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind	Office Supplies	Binders and Binder Accessories	Small Box	0.35
657927	"Fellowes Personal Hanging Folder Files, Navy"	Office Supplies	Storage & Organization	Small Box	0.57
505095	"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"	Office Supplies	Appliances	Small Box	0.59
483546	Fellowes Recycled Storage Drawers	Office Supplies	Storage & Organization	Small Box	0.78
338935	"Fellowes Smart Surge Ten-Outlet Protector, Platinum"	Office Supplies	Appliances	Small Box	0.57
226162	Fellowes Staxonsteel¨ Drawer Files	Office Supplies	Storage & Organization	Small Box	0.71
271693	Fellowes Stor/Drawer¨ Steel Plusª Storage Drawers	Office Supplies	Storage & Organization	Small Box	0.79
689019	"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size"	Office Supplies	Storage & Organization	Small Box	0.73
285813	Fellowes Super Stor/Drawer¨	Office Supplies	Storage & Organization	Small Box	0.67
711463	Fellowes Super Stor/Drawer¨ Files	Office Supplies	Storage & Organization	Small Box	0.66
800064	Fellowes Superior 10 Outlet Split Surge Protector	Office Supplies	Appliances	Small Box	0.56
515586	"Fellowes Twister Kit, Gray/Clear, 3/pkg"	Office Supplies	Binders and Binder Accessories	Small Box	0.40
965118	"File Shuttle II and Handi-File, Black"	Office Supplies	Storage & Organization	Small Box	0.60
278621	Filing/Storage Totes and Swivel Casters	Office Supplies	Storage & Organization	Small Box	0.60
591499	"Fiskars 8"" Scissors, 2/Pack"	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	0.56
567128	Fiskars¨ Softgrip Scissors	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	0.57
699709	Flat Face Poster Frame	Furniture	Office Furnishings	Wrap Bag	0.43
114229	Flexible Leather- Look Classic Collection Ring Binder	Office Supplies	Binders and Binder Accessories	Small Box	0.35
456173	Fluorescent Highlighters by Dixon	Office Supplies	Pens & Art Supplies	Wrap Bag	0.51
529619	Fuji 5.2GB DVD-RAM	Technology	Computer Peripherals	Small Pack	0.55
712849	Fuji Slim Jewel Case CD-R	Technology	Computer Peripherals	Small Pack	0.55
168172	G.E. Halogen Desk Lamp Bulbs	Furniture	Office Furnishings	Small Pack	0.37
56825	G.E. Longer-Life Indoor Recessed Floodlight Bulbs	Furniture	Office Furnishings	Small Pack	0.37
195341	g520	Technology	Telephones and Communication	Small Box	0.59
222984	GBC Binding covers	Office Supplies	Binders and Binder Accessories	Small Box	0.40
564488	"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack"	Office Supplies	Binders and Binder Accessories	Small Box	0.39
648476	GBC DocuBind 200 Manual Binding Machine	Office Supplies	Binders and Binder Accessories	Small Box	0.35
686879	GBC DocuBind 300 Electric Binding Machine	Office Supplies	Binders and Binder Accessories	Small Box	0.37
351447	GBC DocuBind P100 Manual Binding Machine	Office Supplies	Binders and Binder Accessories	Small Box	0.40
420010	GBC DocuBind P50 Personal Binding Machine	Office Supplies	Binders and Binder Accessories	Small Box	0.38
801720	GBC DocuBind TL200 Manual Binding Machine	Office Supplies	Binders and Binder Accessories	Small Box	0.38
507331	GBC DocuBind TL300 Electric Binding System	Office Supplies	Binders and Binder Accessories	Small Box	0.38
559987	GBC Durable Plastic Covers	Office Supplies	Binders and Binder Accessories	Small Box	0.39
990993	GBC Imprintable Covers	Office Supplies	Binders and Binder Accessories	Small Box	0.36
539739	GBC Instant Indexª System for Binding Systems	Office Supplies	Binders and Binder Accessories	Small Box	0.35
962312	"GBC Laser Imprintable Binding System Covers, Desert Sand"	Office Supplies	Binders and Binder Accessories	Small Box	0.38
952000	GBC Linen Binding Covers	Office Supplies	Binders and Binder Accessories	Small Box	0.37
1047536	GBC Plastic Binding Combs	Office Supplies	Binders and Binder Accessories	Small Box	0.36
888871	GBC Poly Designer Binding Covers	Office Supplies	Binders and Binder Accessories	Small Box	0.36
166184	"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""	Office Supplies	Binders and Binder Accessories	Small Box	0.37
995197	"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"	Office Supplies	Binders and Binder Accessories	Small Box	0.39
508763	GBC ProClick Punch Binding System	Office Supplies	Binders and Binder Accessories	Small Box	0.36
150664	GBC ProClick Spines for 32-Hole Punch	Office Supplies	Binders and Binder Accessories	Small Box	0.38
116470	GBC ProClickª 150 Presentation Binding System	Office Supplies	Binders and Binder Accessories	Small Box	0.38
749689	GBC Recycled Grain Textured Covers	Office Supplies	Binders and Binder Accessories	Small Box	0.37
240412	GBC Recycled Regency Composition Covers	Office Supplies	Binders and Binder Accessories	Small Box	0.39
231361	GBC Standard Plastic Binding Systems Combs	Office Supplies	Binders and Binder Accessories	Small Box	0.36
487738	GBC Standard Plastic Binding Systems' Combs	Office Supplies	Binders and Binder Accessories	Small Box	0.40
642280	GBC Standard Therm-A-Bind Covers	Office Supplies	Binders and Binder Accessories	Small Box	0.39
83432	GBC Therma-A-Bind 250T Electric Binding System	Office Supplies	Binders and Binder Accessories	Small Box	0.37
232999	"GBC Twin Loopª Wire Binding Elements, 9/16"" Spine, Black"	Office Supplies	Binders and Binder Accessories	Small Box	0.36
87215	GBC VeloBinder Electric Binding Machine	Office Supplies	Binders and Binder Accessories	Small Box	0.35
516201	GBC VeloBinder Strips	Office Supplies	Binders and Binder Accessories	Small Box	0.35
211281	"GBC White Gloss Covers, Plain Front"	Office Supplies	Binders and Binder Accessories	Small Box	0.38
945043	GBC Wire Binding Strips	Office Supplies	Binders and Binder Accessories	Small Box	0.37
548833	"GE 4 Foot Flourescent Tube, 40 Watt"	Furniture	Office Furnishings	Small Pack	0.39
700485	"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"	Furniture	Office Furnishings	Small Pack	0.35
400240	"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""	Office Supplies	Paper	Small Box	0.37
240897	"Global Airflow Leather Mesh Back Chair, Black"	Furniture	Chairs & Chairmats	Jumbo Drum	0.55
124081	Global Cometª Stacking Armless Chair	Furniture	Chairs & Chairmats	Jumbo Drum	0.57
622193	Global Commerceª Series High-Back Swivel/Tilt Chairs	Furniture	Chairs & Chairmats	Jumbo Drum	0.60
345256	Global Deluxe High-Back Office Chair in Storm	Furniture	Chairs & Chairmats	Jumbo Drum	0.76
241264	Global Deluxe Office Fabric Chairs	Furniture	Chairs & Chairmats	Jumbo Drum	0.58
629210	"Global Deluxe Stacking Chair, Gray"	Furniture	Chairs & Chairmats	Jumbo Drum	0.56
192660	Global Enterprise Series Seating High-Back Swivel/Tilt Chairs	Furniture	Chairs & Chairmats	Jumbo Drum	0.77
104120	Global Enterpriseª Series Seating Low-Back Swivel/Tilt Chairs	Furniture	Chairs & Chairmats	Jumbo Drum	0.55
507788	Global Ergonomic Managers Chair	Furniture	Chairs & Chairmats	Jumbo Drum	0.59
381761	"Global High-Back Leather Tilter, Burgundy"	Furniture	Chairs & Chairmats	Jumbo Drum	0.74
990587	"Global Leather & Oak Executive Chair, Burgundy"	Furniture	Chairs & Chairmats	Jumbo Drum	0.77
279374	"Global Leather and Oak Executive Chair, Black"	Furniture	Chairs & Chairmats	Jumbo Drum	0.56
884090	Global Leather Executive Chair	Furniture	Chairs & Chairmats	Jumbo Drum	0.55
674050	"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"	Furniture	Chairs & Chairmats	Jumbo Drum	0.58
1083564	"Global Leather Task Chair, Black"	Furniture	Chairs & Chairmats	Jumbo Drum	0.66
295705	"Global Push Button Manager's Chair, Indigo"	Furniture	Chairs & Chairmats	Jumbo Drum	0.56
870163	"Global Stack Chair without Arms, Black"	Furniture	Chairs & Chairmats	Jumbo Drum	0.60
528974	Global Troyª Executive Leather Low-Back Tilter	Furniture	Chairs & Chairmats	Jumbo Drum	0.60
993502	"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"	Office Supplies	Storage & Organization	Small Box	0.81
727825	Grip Seal Envelopes	Office Supplies	Envelopes	Small Box	0.38
381438	Gyration RF Keyboard	Technology	Computer Peripherals	Small Box	0.49
23721	Gyration Ultra Cordless Optical Suite	Technology	Computer Peripherals	Small Box	0.46
888848	Gyration Ultra Professional Cordless Optical Suite	Technology	Computer Peripherals	Small Box	0.48
687346	Hammermill Color Copier Paper (28Lb. and 96 Bright)	Office Supplies	Paper	Small Box	0.40
388781	Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)	Office Supplies	Paper	Small Box	0.36
524096	Hand-Finished Solid Wood Document Frame	Furniture	Office Furnishings	Small Box	0.55
680591	Hanging Personal Folder File	Office Supplies	Storage & Organization	Small Box	0.60
216645	Harmony HEPA Quiet Air Purifiers	Office Supplies	Appliances	Medium Box	0.50
945646	Hayes Optima 56K V.90 Internal Voice Modem	Technology	Computer Peripherals	Small Box	0.51
672241	Heavy-Duty E-Z-D¨ Binders	Office Supplies	Binders and Binder Accessories	Small Box	0.38
166783	Hewlett Packard 610 Color Digital Copier / Printer	Technology	Copiers and Fax	Large Box	0.40
122114	Hewlett Packard 6S Scientific Calculator	Technology	Office Machines	Medium Box	0.39
1005949	Hewlett Packard LaserJet 3310 Copier	Technology	Copiers and Fax	Large Box	0.37
1048806	Hewlett-Packard 2600DN Business Color Inkjet Printer	Technology	Office Machines	Jumbo Box	0.39
93844	Hewlett-Packard 4.7GB DVD+R Discs	Technology	Computer Peripherals	Small Pack	0.49
49746	"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers"	Technology	Office Machines	Jumbo Drum	0.40
585869	"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers"	Technology	Office Machines	Jumbo Drum	0.38
366386	Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer	Technology	Office Machines	Jumbo Box	0.36
112415	Hewlett-Packard Deskjet 3820 Color Inkjet Printer	Technology	Office Machines	Jumbo Drum	0.37
250765	Hewlett-Packard Deskjet 5550 Color Inkjet Printer	Technology	Office Machines	Jumbo Drum	0.40
