TRANS_ID,PROD_KEY,STORE_KEY,TRANS_DT,TRANS_TIME,PRIORITY,SALES_QTY,SALES_PRICE,SALES_AMT,DISCOUNT,SALES_COST,SALES_MGRN,SHIPMODE,SHIP_COST
236116,203194,9001,2/11/2010,17,"""Medium""",24,9.99,283.44,0,317.2,-17.5,"""Regular Air""",6.24
236118,131291,9001,4/19/2010,15,"""Low""",16.8,15.14,263.5,0.04,371.47,-53.57,"""Express Air""",4.53
236120,719525,9001,2/11/2010,11,"""Medium""",17.5,30.42,581.46,0.1,934.28,-173.88,"""Express Air""",8.65
236122,762722,9001,11/16/2011,17,"""Not Specified""",3.5,100.98,544.41,0.09,843.08,-338.27,"""Delivery Truck""",57.38
236124,492210,9001,11/28/2012,9,"""Medium""",23.4,120.97,2685.54,0,1589.32,1555.9,"""Express Air""",7.11
236126,68351,9001,4/25/2012,10,"""Critical""",10.5,8.34,111.52,0.09,85.97,39.04,"""Regular Air""",0.96
236128,592044,9001,3/27/2012,7,"""High""",8.8,29.18,227.16,0.08,166.88,154.02,"""Regular Air""",8.55
236130,211281,9001,7/10/2011,15,"""Low""",19.2,14.48,275.4,0.1,323.46,23.96,"""Regular Air""",6.46
236132,728557,9001,1/21/2009,17,"""Medium""",28,105.34,2906.79,0.03,3400.24,813.33,"""Regular Air""",24.49
236134,661762,9001,5/9/2012,10,"""Low""",19.8,34.98,763.85,0.09,896.07,-126.6,"""Regular Air""",7.53
236136,712849,9001,6/26/2010,7,"""Medium""",19,2.12,39.42,0.08,69.22,-29.02,"""Regular Air""",1.99
236138,995197,9001,10/19/2012,15,"""Not Specified""",15.4,15.01,289.72,0.06,355.12,-24.96,"""Regular Air""",8.4
236140,240412,9001,10/19/2012,7,"""Not Specified""",2,59.78,119.66,0.05,181.39,-61.88,"""Regular Air""",10.29
236142,205200,9001,11/27/2009,13,"""High""",23.2,699.99,14610.51,0.03,24737.59,-4437.91,"""Regular Air""",24.49
236144,541994,9001,10/13/2012,7,"""Low""",32.4,32.48,1152.63,0.03,779.85,389.4,"""Regular Air""",7.09
236146,445951,9001,2/13/2012,19,"""Not Specified""",32,11.7,402.49,0,332.61,41.79,"""Regular Air""",5.63
236148,403494,9001,7/9/2009,17,"""Critical""",11.2,30.98,467.69,0.03,469.29,26.36,"""Express Air""",8.99
236150,331372,9001,12/26/2010,8,"""High""",2.4,150.98,429.1,0.03,711.71,-258.8,"""Delivery Truck""",66.27
236152,507264,9001,12/3/2012,8,"""Low""",8,54.74,325.26,0.04,218.86,219.02,"""Regular Air""",14.83
236154,525720,9001,7/4/2011,10,"""Low""",49,9.98,510.15,0.04,851.09,-362.11,"""Regular Air""",12.52
236156,697651,9001,8/2/2011,11,"""Critical""",18.4,3.69,83.86,0.02,78.01,6.84,"""Express Air""",2.5
236158,304170,9001,12/11/2012,13,"""Not Specified""",8,14.58,137.56,0.05,107.73,38.02,"""Regular Air""",7.4
236160,779056,9001,3/20/2012,20,"""Critical""",12.8,2.58,44.1,0.04,47.46,-6.22,"""Regular Air""",1.3
236164,779048,9001,9/20/2010,13,"""Low""",36.9,146.05,4288.85,0.01,7692.93,-1704.89,"""Delivery Truck""",80.2
236166,686278,9001,12/27/2010,10,"""Medium""",34,36.55,1052.59,0.03,981.8,260.87,"""Regular Air""",13.89
236170,539739,9001,7/5/2009,12,"""Low""",7.2,8.88,63.54,0.01,86.49,-15.46,"""Regular Air""",6.28
236172,579387,9001,8/15/2009,8,"""Low""",16.8,13.4,227.48,0.07,207.55,113.98,"""Regular Air""",4.95
236174,166184,9001,1/7/2009,8,"""High""",36.8,15.99,663.53,0.08,934.59,-199.13,"""Regular Air""",13.18
236176,1003701,9001,12/17/2010,11,"""Not Specified""",40,18.97,793.49,0.08,907.15,41.27,"""Regular Air""",9.03
236178,49841,9001,4/16/2011,14,"""Medium""",6.3,3.8,25.19,0.06,26.71,-0.17,"""Regular Air""",1.49
236180,677137,9001,7/6/2009,10,"""Medium""",36.9,155.99,4509.05,0.04,4799.88,1595.67,"""Regular Air""",8.99
236182,893965,9001,1/20/2009,15,"""High""",18.9,140.98,3176.26,0.02,4036.23,-229.79,"""Delivery Truck""",53.48
236184,661762,9001,1/27/2011,13,"""High""",48,34.98,1584.32,0.01,1696.11,-17.08,"""Express Air""",7.53
236186,381761,9001,2/2/2009,15,"""High""",44.1,122.99,5718.85,0.09,8452.97,-2426.55,"""Delivery Truck""",70.2
236188,420010,9001,5/20/2011,18,"""Medium""",27.2,63.98,1407.62,0.09,1611.16,564.07,"""Regular Air""",11.55
236190,516201,9001,2/1/2012,8,"""High""",38.4,7.68,362.71,0.07,457.52,-88.95,"""Regular Air""",6.16
236192,448604,9001,2/21/2010,10,"""Not Specified""",26.1,1.74,55.1,0.06,127.28,-76.88,"""Express Air""",4.08
236194,104120,9001,11/1/2011,14,"""Not Specified""",47,3.29,155.22,0.07,131.22,23.34,"""Regular Air""",1.35
236196,998209,9001,3/27/2009,16,"""Medium""",49,51.65,2470.84,0.05,2505.76,25.04,"""Regular Air""",18.45
236198,211351,9001,3/28/2011,8,"""Low""",0.7,22.23,24.01,0.04,32.93,-10.74,"""Regular Air""",3.63
236200,403494,9001,2/7/2011,15,"""Not Specified""",32.9,30.98,1213.71,0.08,1436.41,19.57,"""Regular Air""",8.99
236202,678382,9001,9/8/2011,10,"""Low""",38.7,15.42,578.98,0.08,894.32,-231.34,"""Express Air""",10.68
234164,586808,9001,5/19/2011,9,"""High""",34,20.99,455.1,0,691.09,22.57,"""Regular Air""",1.25
234166,463033,9001,10/28/2012,12,"""Low""",38,14.45,515.47,0,495.79,53.31,"""Regular Air""",7.17
234168,196162,9001,11/22/2009,18,"""Medium""",38.4,35.99,1347.59,0.01,891,836.51,"""Regular Air""",0.99
234170,871664,9001,7/29/2012,13,"""Low""",1.4,4.13,6.48,0.01,12.46,-4.21,"""Regular Air""",0.99
234172,196162,9001,7/14/2010,20,"""High""",16.1,35.99,717.47,0.01,511.28,316.48,"""Regular Air""",0.99
234174,681809,9001,7/25/2009,10,"""High""",6.3,10.89,101.47,0.03,116.62,-18.64,"""Regular Air""",4.5
234176,196162,9001,7/10/2011,15,"""Critical""",10.8,35.99,349.98,0.01,328.82,103.05,"""Regular Air""",0.99
234180,736799,9001,2/11/2010,7,"""High""",20.8,138.75,3002.98,0.05,4163.7,-556.25,"""Delivery Truck""",52.42
234182,196162,9001,9/2/2011,12,"""Low""",21,35.99,746.31,0.05,620.67,458.98,"""Regular Air""",0.99
234184,1021753,9001,4/14/2011,9,"""Medium""",25.2,180.98,4782.1,0.1,6601.86,-86.68,"""Delivery Truck""",55.24
234186,196162,9001,1/30/2012,9,"""Medium""",5,35.99,113.58,0.09,268.8,-88.94,"""Regular Air""",0.99
234188,640076,9001,12/29/2012,14,"""High""",28,4.54,127.26,0.05,326.29,-144.74,"""Regular Air""",5.83
234190,491105,9001,9/17/2010,7,"""High""",32.9,124.49,4485.53,0.06,6151.82,-300.85,"""Delivery Truck""",51.94
234192,196162,9001,2/12/2012,20,"""High""",6,35.99,153.33,0.09,282.98,-67.13,"""Regular Air""",0.99
234194,367450,9001,10/6/2009,12,"""Critical""",9.9,55.99,398.75,0,789.14,-173.25,"""Regular Air""",5
234196,155970,9001,10/6/2009,7,"""Critical""",32,2.89,88.61,0.01,50.93,41.54,"""Regular Air""",0.5
234198,196162,9001,11/21/2012,20,"""Low""",8,35.99,308.36,0.04,317.59,42.27,"""Regular Air""",0.99
234200,990658,9001,11/21/2012,19,"""Low""",20.8,85.99,1337.98,0.06,1412.79,822.89,"""Regular Air""",1.25
234202,399302,9001,8/24/2010,10,"""High""",24,3.69,81.79,0.09,72.82,37.79,"""Regular Air""",0.5
234204,209111,9001,6/1/2009,12,"""High""",4.9,55.99,309.87,0.04,414.79,-22.9,"""Express Air""",1.25
234206,373440,9001,10/24/2010,17,"""Critical""",13.5,2.78,30.77,0.03,41.91,-0.24,"""Regular Air""",1.49
234208,287242,9001,2/8/2012,11,"""Low""",16.2,2.88,50.52,0.02,110.29,-58.47,"""Regular Air""",5.33
234210,364648,9001,1/27/2012,12,"""Not Specified""",29.7,6.23,187.13,0.08,330.35,-124.84,"""Express Air""",6.97
234212,491105,9001,2/7/2010,9,"""High""",32,124.49,3657.84,0.01,5280.44,-300.85,"""Delivery Truck""",51.94
234214,209111,9001,1/30/2010,16,"""Critical""",42.3,55.99,1642.7,0.1,1591.03,1040.4,"""Regular Air""",1.25
234216,209111,9001,7/7/2011,20,"""High""",18.4,55.99,1028.16,0.07,882.54,405.16,"""Regular Air""",1.25
234218,659453,9001,7/17/2009,15,"""Critical""",16.8,4.91,69.14,0.07,61.71,41.33,"""Regular Air""",0.5
234220,209111,9001,5/9/2012,7,"""Critical""",5.6,55.99,216.45,0.09,460.14,-68.3,"""Regular Air""",1.25
234222,209111,9001,8/30/2012,19,"""Medium""",10.4,55.99,543.02,0.08,584.81,142.98,"""Regular Air""",1.25
234224,746721,9001,9/6/2010,11,"""Low""",23.8,83.98,1983.23,0.06,1445.39,1409.87,"""Express Air""",5.01
234226,72479,9001,4/5/2009,10,"""High""",10.5,85.99,984.28,0.05,1170.63,119.17,"""Regular Air""",0.99
234228,72479,9001,4/18/2009,19,"""Medium""",20,85.99,1225.13,0.03,1354.35,365.42,"""Regular Air""",0.99
234230,72479,9001,9/5/2009,19,"""Medium""",34.4,85.99,2908.4,0.03,2531.45,1166.09,"""Regular Air""",0.99
234232,72479,9001,1/23/2010,14,"""Low""",7.7,85.99,808.67,0.06,956.5,-10.67,"""Regular Air""",0.99
234234,72479,9001,5/29/2010,15,"""High""",34.3,85.99,2444.86,0.08,3031.62,1181.81,"""Regular Air""",0.99
234236,659453,9001,5/29/2010,16,"""High""",28.8,4.91,121.16,0.04,95.09,81.63,"""Regular Air""",0.5
234238,72479,9001,3/10/2011,20,"""Medium""",17,85.99,1073.81,0.08,1324.16,137.59,"""Express Air""",0.99
234240,72479,9001,9/13/2012,17,"""High""",24.8,85.99,1712.98,0,1808.73,856.96,"""Regular Air""",0.99
234242,332331,9001,1/6/2009,8,"""Not Specified""",1.4,35.99,55.55,0.03,235.99,-164.04,"""Regular Air""",1.1
234244,188015,9001,5/14/2010,13,"""Medium""",19.2,4.91,105.32,0.01,50.42,67.41,"""Express Air""",0.5
234246,332331,9001,5/7/2009,10,"""High""",18.2,35.99,755.61,0.05,786.52,149.17,"""Regular Air""",1.1
234248,332331,9001,12/7/2010,17,"""High""",28.7,35.99,1289.62,0.03,1043.04,432.52,"""Regular Air""",1.1
234250,1021753,9001,1/11/2010,20,"""Medium""",8.8,180.98,2164.07,0.01,1931.04,59.73,"""Delivery Truck""",55.24
234252,681809,9001,8/4/2009,11,"""Critical""",25.9,10.89,350.01,0.1,439.94,-37.11,"""Regular Air""",4.5
234254,332331,9001,3/30/2011,10,"""Medium""",36.9,35.99,1083.67,0.04,1133.59,341.96,"""Regular Air""",1.1
234256,368543,9001,1/8/2012,7,"""High""",36.9,4.91,138.8,0.08,335.64,-134.41,"""Regular Air""",5.68
234258,314991,9001,9/4/2010,17,"""Medium""",14.7,15.99,289.58,0,391.4,-55.61,"""Regular Air""",9.4
234260,332331,9001,4/9/2011,8,"""Not Specified""",25.9,35.99,903.25,0.05,993.85,337.73,"""Regular Air""",1.1
234262,658101,9001,2/9/2011,20,"""Critical""",40,29.1,1444.96,0.09,1461.25,-6.34,"""Express Air""",4
234264,175474,9001,8/29/2012,13,"""Medium""",32,4.91,138.58,0.02,85.5,71.6,"""Regular Air""",0.5
234266,221283,9001,4/9/2011,19,"""Not Specified""",20.3,1.98,60.68,0.09,173.04,-115.71,"""Regular Air""",4.77
234268,332331,9001,8/26/2011,19,"""Low""",44,35.99,1162.96,0,1033.72,549.84,"""Regular Air""",1.1
234272,332331,9001,12/31/2011,14,"""High""",1.4,35.99,54.5,0.02,237.5,-165.54,"""Regular Air""",1.1
234274,463033,9001,10/26/2011,11,"""Not Specified""",13.3,14.45,213.6,0.09,277.29,-2.83,"""Regular Air""",7.17
234276,332331,9001,5/17/2012,16,"""Medium""",14.4,35.99,336.74,0.09,529.24,46.51,"""Regular Air""",1.1
234278,332331,9001,8/10/2012,19,"""Low""",50,35.99,1347.98,0.04,1315.8,483.66,"""Regular Air""",1.1
234280,332331,9001,12/16/2012,10,"""Critical""",45,35.99,1403.05,0.02,1251.04,548.44,"""Regular Air""",1.1
234282,259517,9001,3/31/2009,12,"""Not Specified""",0.7,55.99,54.08,0.07,288.91,-232.99,"""Express Air""",5
234284,367450,9001,6/7/2011,19,"""Critical""",36.9,55.99,1245.92,0.09,2545.67,-250.17,"""Regular Air""",5
234288,259517,9001,5/21/2009,16,"""Critical""",18.2,55.99,1204.51,0.03,1676.96,-221.25,"""Regular Air""",5
234290,259517,9001,11/20/2009,19,"""Medium""",35.1,55.99,1652.57,0.06,2323.39,-139.84,"""Regular Air""",5
234292,259517,9001,12/19/2010,19,"""High""",10.5,55.99,457.71,0.09,1150.81,-311.05,"""Regular Air""",5
234294,529796,9001,9/10/2012,7,"""High""",3.6,85.99,197.09,0.1,778.42,-434.56,"""Regular Air""",0.99
234296,259517,9001,12/19/2010,11,"""Critical""",6,55.99,273.52,0.01,590.29,-254.36,"""Regular Air""",5
234298,635598,9001,12/19/2010,8,"""Critical""",20.8,5.68,113.12,0.08,113.12,34.48,"""Regular Air""",1.46
234300,259517,9001,2/10/2011,20,"""Low""",38.4,55.99,1739.54,0.05,2899.17,-211.7,"""Regular Air""",5
234302,284312,9001,5/22/2009,7,"""Low""",19,19.98,324.22,0.08,433.36,-53.82,"""Regular Air""",4
234304,259517,9001,10/22/2011,12,"""Critical""",5,55.99,220.79,0.09,585.18,-305.32,"""Regular Air""",5
234306,259517,9001,3/6/2012,20,"""Critical""",1.8,55.99,66.54,0.1,410.05,-298.17,"""Regular Air""",5
234308,259517,9001,7/13/2012,20,"""Medium""",39.2,55.99,1901.82,0.04,2749.26,-5.79,"""Regular Air""",5
234310,189993,9001,5/2/2010,11,"""High""",9.9,3.15,33.95,0.07,10.7,23.88,"""Express Air""",0.5
234312,528379,9001,5/25/2009,9,"""Not Specified""",1.4,20.99,35.67,0.06,154.11,-112.19,"""Regular Air""",2.5
234314,736726,9001,3/18/2010,19,"""Not Specified""",13.3,15.23,236.17,0,699.16,-409.79,"""Delivery Truck""",27.75
234316,528379,9001,6/24/2009,19,"""Low""",17,20.99,198.56,0.09,469.79,-113.05,"""Regular Air""",2.5
234318,528379,9001,8/15/2009,12,"""High""",35,20.99,767.84,0.1,1133.35,-83.95,"""Regular Air""",2.5
234320,464128,9001,8/15/2009,18,"""High""",13,2.61,34.42,0.02,24.44,9.47,"""Regular Air""",0.5
234322,528379,9001,8/16/2010,10,"""Low""",4.5,20.99,89.34,0.06,211.99,-107.1,"""Regular Air""",2.5
234324,528379,9001,9/6/2011,10,"""High""",31.5,20.99,536.87,0.05,1032.75,-88.25,"""Express Air""",2.5
234326,528379,9001,10/10/2011,19,"""High""",24,20.99,340.83,0.01,582.71,-78.96,"""Regular Air""",2.5
234328,933326,9001,5/29/2009,9,"""Low""",11.7,20.99,169.2,0,365.83,-92.96,"""Regular Air""",3.3
234330,639682,9001,2/2/2010,16,"""Not Specified""",18.9,40.98,642.17,0.02,467.15,393.41,"""Express Air""",2.99
234332,933326,9001,11/5/2009,17,"""Not Specified""",5,20.99,63.66,0.05,214.32,-109.42,"""Regular Air""",3.3
234334,840230,9001,12/13/2011,12,"""Not Specified""",2.8,5.47,20.14,0.09,15.91,5.88,"""Regular Air""",5.26
234336,147972,9001,6/9/2010,14,"""Medium""",9,2.88,29.79,0.01,25.03,3.76,"""Regular Air""",0.99
234338,933326,9001,2/2/2011,11,"""Critical""",21.6,20.99,323.66,0.1,686.68,-120.05,"""Regular Air""",3.3
234340,933326,9001,6/7/2012,17,"""High""",8.4,20.99,181.39,0.09,374.41,-122.62,"""Regular Air""",3.3
234342,841964,9001,6/7/2012,9,"""High""",14.4,1.7,28.65,0.02,51.04,-23.86,"""Regular Air""",1.99
234344,529796,9001,6/13/2009,9,"""Low""",14.4,85.99,1239.63,0,1548.39,-172.55,"""Regular Air""",0.99
234346,529796,9001,3/8/2010,7,"""Medium""",31.5,85.99,2329.65,0.1,3319.79,-310.24,"""Express Air""",0.99
234348,529796,9001,6/27/2010,10,"""Not Specified""",22,85.99,1247.82,0.03,2138.93,-247.18,"""Regular Air""",0.99
234350,529796,9001,7/31/2010,18,"""Not Specified""",13.5,85.99,751.5,0.04,1595.78,-305.97,"""Regular Air""",0.99
234352,529796,9001,9/13/2011,12,"""Critical""",40.5,85.99,2493.42,0.08,3975.98,-106.51,"""Regular Air""",0.99
234354,695818,9001,7/18/2011,7,"""Medium""",2.7,83.93,195.53,0,295.97,-44.18,"""Regular Air""",19.99
234356,529796,9001,11/12/2011,13,"""Low""",25,85.99,1560.02,0.07,2416.69,-267.01,"""Regular Air""",0.99
234358,529796,9001,12/20/2011,8,"""Critical""",25.2,85.99,2035.99,0.07,3208.63,-113.06,"""Regular Air""",0.99
234360,803900,9001,10/31/2009,11,"""Critical""",4,35.99,103.83,0.05,260.42,-116.51,"""Express Air""",5.99
234362,803900,9001,11/4/2009,14,"""Critical""",24.8,35.99,634.21,0.05,866.97,248.67,"""Regular Air""",5.99
234364,803900,9001,11/16/2009,13,"""Low""",6,35.99,147.46,0.07,305.07,-89.2,"""Regular Air""",5.99
234366,329429,9001,8/11/2009,16,"""High""",21.7,260.98,5982.22,0.09,7207,883.29,"""Delivery Truck""",41.91
234368,358060,9001,8/1/2009,13,"""Not Specified""",24,3.08,73.37,0.04,57.78,16.1,"""Regular Air""",0.99
234370,803900,9001,6/25/2010,8,"""Critical""",45,35.99,1263.22,0.02,1174.5,624.98,"""Regular Air""",5.99
234372,803900,9001,12/9/2011,11,"""Not Specified""",33.6,35.99,1147.07,0.05,1067.38,444.15,"""Regular Air""",5.99
234374,803900,9001,8/15/2012,19,"""Medium""",18.9,35.99,598.49,0.04,585.29,170.46,"""Regular Air""",5.99
234376,877669,9001,5/7/2012,11,"""Low""",7.7,22.38,273.44,0.01,281.79,-35.62,"""Regular Air""",15.1
234378,367450,9001,3/30/2009,12,"""Medium""",5,55.99,189.5,0.06,555.14,-275.25,"""Regular Air""",5
234380,151557,9001,4/1/2011,17,"""Critical""",33.6,3.55,151.19,0.07,121.66,27.37,"""Regular Air""",1.43
234382,368543,9001,3/30/2009,13,"""Medium""",24.5,4.91,131.49,0,266.9,-95.05,"""Regular Air""",5.68
234384,640076,9001,9/13/2010,14,"""Critical""",16.8,4.54,70.79,0.02,169.73,-74.41,"""Regular Air""",5.83
234386,367450,9001,5/13/2009,8,"""Medium""",26.4,55.99,1113.11,0.01,1905.2,-57.54,"""Regular Air""",5
234388,367450,9001,10/1/2009,13,"""High""",5,55.99,248.4,0.05,540.25,-260.35,"""Regular Air""",5
234390,367450,9001,9/13/2010,16,"""Low""",20,55.99,689.24,0,1248.94,-129.14,"""Regular Air""",5
234392,381880,9001,6/16/2011,9,"""High""",43,3.14,94.03,0.07,109.93,25.02,"""Express Air""",1.14
234394,737723,9001,6/16/2011,12,"""High""",19,3.57,49.22,0.08,123.82,-56.07,"""Regular Air""",4.17
234396,367450,9001,11/27/2010,8,"""Low""",21.6,55.99,808.91,0.04,1470.72,-127,"""Regular Air""",5
234398,367450,9001,2/14/2012,18,"""High""",16.2,55.99,575.25,0.06,1238.1,-230.34,"""Express Air""",5
234400,284312,9001,6/22/2009,17,"""Medium""",30.1,19.98,815.89,0.1,879.29,-20.25,"""Regular Air""",4
234402,367450,9001,8/26/2012,13,"""High""",36,55.99,1455.63,0.05,2601.07,-81.57,"""Regular Air""",5
234404,990658,9001,2/21/2011,9,"""Medium""",5.6,85.99,420.45,0.04,662.56,-60.67,"""Regular Air""",1.25
234408,560855,9001,2/21/2011,14,"""Medium""",39,7.99,193.22,0.05,419.75,-108.19,"""Regular Air""",5.03
234410,990658,9001,3/13/2011,13,"""High""",4.2,85.99,385.85,0.06,663.6,-147.72,"""Regular Air""",1.25
234412,990658,9001,10/1/2011,7,"""Critical""",20,85.99,1429.09,0.06,1219.69,500.05,"""Regular Air""",1.25
234414,990658,9001,4/29/2012,13,"""Medium""",21,85.99,1894.54,0,1398.4,1181.3,"""Regular Air""",1.25
234416,771470,9001,3/9/2009,20,"""Not Specified""",29.7,35.99,789.86,0.04,819.07,368.56,"""Express Air""",3.3
234418,368543,9001,1/21/2011,15,"""Low""",38,4.91,131.87,0.04,306.66,-120.12,"""Regular Air""",5.68
234420,771470,9001,6/29/2009,7,"""Not Specified""",19.2,35.99,498.32,0.04,646.39,217.33,"""Regular Air""",3.3
234422,69354,9001,7/10/2012,14,"""High""",36.9,7.3,305.01,0.05,460.07,-160.82,"""Express Air""",7.72
234424,464128,9001,5/23/2009,12,"""High""",32,2.61,104.39,0.07,65.88,38.45,"""Regular Air""",0.5
234426,155970,9001,3/5/2011,16,"""Not Specified""",12,2.89,40.34,0.09,32.67,10.59,"""Regular Air""",0.5
234428,771470,9001,8/26/2010,11,"""High""",40.5,35.99,1403.74,0.01,997.29,622.25,"""Regular Air""",3.3
234430,771470,9001,11/30/2011,16,"""Not Specified""",13.6,35.99,366.95,0.04,483.94,127.85,"""Regular Air""",3.3
234432,771470,9001,3/2/2012,15,"""Critical""",36,35.99,962.77,0.03,1027.3,592.22,"""Regular Air""",3.3
234434,58607,9001,8/18/2011,17,"""Not Specified""",27.2,22.98,772.56,0.04,637.41,143.87,"""Express Air""",4.5
234436,778385,9001,12/9/2011,13,"""Medium""",4,42.98,170.45,0.09,202.1,-30.27,"""Regular Air""",4.62
234438,771470,9001,7/21/2012,12,"""Not Specified""",12.8,35.99,420.26,0.1,492.92,82.82,"""Regular Air""",3.3
234440,399791,9001,4/4/2010,9,"""Not Specified""",23.2,4.38,125.41,0.08,253.95,-127.01,"""Regular Air""",6.21
234442,399791,9001,6/8/2010,7,"""High""",16.2,4.38,77.17,0.03,152.38,-73.57,"""Regular Air""",6.21
234444,746721,9001,4/12/2012,16,"""Critical""",32.2,83.98,3849.17,0.06,1880.24,1982.78,"""Regular Air""",5.01
234446,207983,9001,11/1/2009,17,"""Not Specified""",17.5,5.98,121.85,0.03,111.39,38.08,"""Regular Air""",1.49
234448,923574,9001,9/19/2009,19,"""Critical""",5.6,14.56,93.78,0.05,110.4,-8.53,"""Regular Air""",3.5
234450,923574,9001,6/12/2012,11,"""Medium""",24.3,14.56,319.81,0.04,344.95,48.13,"""Regular Air""",3.5
234452,182998,9001,4/18/2012,20,"""Not Specified""",0.7,8.6,14.68,0.06,22.32,-13.78,"""Regular Air""",6.19
234454,258022,9001,2/20/2010,18,"""Not Specified""",25.2,21.38,497.77,0.08,528.52,241.08,"""Regular Air""",2.99
234456,399302,9001,7/18/2011,20,"""Not Specified""",39,3.69,141.49,0.03,83.96,59.92,"""Regular Air""",0.5
234458,258022,9001,6/30/2010,12,"""High""",23.1,21.38,750.86,0,403.42,302.12,"""Regular Air""",2.99
234460,729684,9001,7/29/2009,18,"""Critical""",17.5,7.45,185.64,0.1,256.02,-69.87,"""Regular Air""",6.28
234462,375694,9001,5/1/2011,20,"""Low""",33.6,5.81,179.65,0.03,272.28,-28.29,"""Regular Air""",3.37
234464,729684,9001,1/13/2010,11,"""Not Specified""",35.1,7.45,282.83,0,361.6,-71.05,"""Regular Air""",6.28
234466,284312,9001,9/20/2012,10,"""Critical""",8.1,19.98,152.34,0.09,248.66,-68.93,"""Regular Air""",4
234468,729684,9001,7/25/2011,17,"""High""",15,7.45,102.15,0.05,158.05,-46.35,"""Regular Air""",6.28
234470,729684,9001,9/19/2011,10,"""High""",9.6,7.45,85.07,0.06,125.57,-36.23,"""Regular Air""",6.28
234472,658101,9001,4/14/2009,12,"""Medium""",33,29.1,1003.71,0.01,983.11,-22.82,"""Express Air""",4
234474,299230,9001,10/25/2011,17,"""Medium""",29.6,59.98,1754.1,0.05,1559.15,660.06,"""Regular Air""",3.99
234476,416583,9001,4/22/2009,15,"""Medium""",14,29.74,422.83,0.02,437.4,-21.06,"""Regular Air""",6.64
234478,416583,9001,2/6/2010,13,"""Not Specified""",25,29.74,641.75,0,687.24,56.26,"""Regular Air""",6.64
234480,416583,9001,5/22/2010,19,"""Medium""",2.8,29.74,89.29,0.05,160.66,-41.75,"""Regular Air""",6.64
234482,375694,9001,5/22/2010,12,"""Medium""",31.5,5.81,261,0.04,304.86,-43.45,"""Express Air""",3.37
234484,416583,9001,9/14/2010,18,"""Not Specified""",19,29.74,491.14,0.1,600.43,-35.47,"""Regular Air""",6.64
234486,352439,9001,3/1/2010,15,"""Not Specified""",5.6,80.98,448.41,0.04,534.22,32.6,"""Regular Air""",4.5
234488,416583,9001,10/15/2010,15,"""Critical""",34,29.74,971.95,0.09,1032.17,-21.1,"""Express Air""",6.64
234490,416583,9001,9/30/2012,17,"""Low""",27.9,29.74,750.24,0,894.82,27.12,"""Regular Air""",6.64
234492,416583,9001,11/5/2012,13,"""High""",22,29.74,621.21,0.07,696.56,-42.35,"""Regular Air""",6.64
234494,659453,9001,4/24/2009,10,"""High""",19.6,4.91,112.02,0.03,70.74,66.71,"""Regular Air""",0.5
234496,604088,9001,7/9/2009,15,"""Not Specified""",4,3.81,19.27,0.04,39.24,-20.23,"""Regular Air""",5.44
234498,681809,9001,8/17/2012,14,"""Critical""",13.3,10.89,210.4,0.07,225.8,-18.96,"""Regular Air""",4.5
234500,604088,9001,8/4/2010,20,"""Low""",36.9,3.81,152.28,0.06,310.96,-154.81,"""Regular Air""",5.44
234502,399302,9001,7/3/2012,20,"""High""",10.4,3.69,47.93,0.04,32.11,15.82,"""Regular Air""",0.5
234504,604088,9001,12/4/2012,10,"""Critical""",24.5,3.81,115.31,0.08,268.87,-135.6,"""Regular Air""",5.44
234506,368543,9001,10/4/2010,9,"""Low""",28.8,4.91,133.66,0.04,250.31,-93.23,"""Regular Air""",5.68
234508,368543,9001,9/3/2011,12,"""Not Specified""",3.2,4.91,19.82,0.1,36.61,-17.07,"""Regular Air""",5.68
234510,947521,9001,3/28/2010,20,"""Not Specified""",36,1.81,52.98,0.08,85.41,-4.04,"""Regular Air""",0.75
234512,540260,9001,3/28/2010,9,"""Not Specified""",20,3.58,80.27,0,177.69,-88.19,"""Regular Air""",5.47
234514,259382,9001,1/9/2009,18,"""Not Specified""",9.9,5.38,61.65,0.01,113.02,-53.85,"""Regular Air""",7.57
234516,259382,9001,7/13/2010,13,"""Low""",45,5.38,246.64,0.1,512.77,-243.87,"""Express Air""",7.57
234518,259382,9001,6/11/2011,13,"""Medium""",4.9,5.38,30.3,0.07,76.71,-39.12,"""Regular Air""",7.57
234520,463033,9001,2/7/2011,13,"""Critical""",33.6,14.45,619.77,0.02,556.64,50.24,"""Regular Air""",7.17
234522,463033,9001,9/27/2011,11,"""Critical""",7,14.45,84.75,0.07,114.41,-13.33,"""Regular Air""",7.17
234524,346151,9001,1/18/2009,16,"""High""",50,58.1,2842.54,0.05,1589.2,1315.75,"""Regular Air""",1.49
234526,570526,9001,12/1/2009,19,"""Not Specified""",20.3,2.28,47.58,0.06,176,-109.94,"""Regular Air""",5.2
234528,463033,9001,4/4/2012,17,"""Critical""",12.8,14.45,226.81,0.05,236.52,-5.37,"""Regular Air""",7.17
234530,809305,9001,3/2/2011,13,"""High""",45,8.62,337.09,0.07,506.1,-75.17,"""Regular Air""",4.5
234532,809305,9001,7/15/2011,13,"""Low""",8,8.62,59.25,0,78.25,-9.29,"""Express Air""",4.5
234534,772510,9001,6/7/2009,13,"""Critical""",0.7,44.01,37.55,0.06,70.49,-26.54,"""Regular Air""",3.5
