OrderID	ProductID	CustomerID	OrderDate	OrderPriority	OrderQuantity	Sales	Discount	ShipMode	Profit	UnitPrice	ShippingCost
286	10027	190	2009-08-26	Low	1	357.81612	0.04	Regular Air	144.27	341.1	6.01
287	10028	245	2012-06-27	High	6	859.25021	0.03	Delivery Truck	294.14	150.3	6.6
288	10029	70	2011-03-01	Critical	42	13407.4048	0.03	Express Air	3709.7	354.68	44.37
289	10006	107	2012-04-24	Critical	44	8020.35905	0.19	Delivery Truck	2155.94	176.39	9.56
290	10055	176	2009-09-25	Critical	8	2791.50906	0.02	Express Air	1481.8	355.26	25.61
291	10033	197	2012-03-26	Not Specified	43	15115.04432	0.17	Regular Air	4978.3	349.51	9.66
292	10027	170	2010-05-25	Critical	43	11257.5977	0.21	Express Air	-2813.23	271.17	35.12
293	10010	130	2011-08-20	Critical	5	1424.34733	0.08	Regular Air	450.9	301.07	4.89
294	10032	58	2012-02-02	Critical	16	524.9804	0.14	Express Air	-293.88	33.37	7.24
295	10047	168	2009-02-06	Low	27	445.48661	0.21	Express Air	77.09	16.26	47.65
296	10040	78	2011-11-08	Not Specified	42	12836.3523	0.09	Regular Air	3207.33	269.25	1.76
297	10014	217	2011-07-20	High	50	12332.79132	0.16	Delivery Truck	5908.72	248.66	11.02
298	10007	25	2012-09-11	Medium	22	3280.15818	0.2	Regular Air	909.77	143.35	8.67
299	10023	180	2009-08-06	Low	32	1973.3373	0.18	Regular Air	352.7	57.9	2.5
300	10039	51	2010-01-20	Low	14	2791.96349	0.18	Express Air	690.15	183.9	7.84
301	10059	163	2012-10-08	Not Specified	50	17617.86322	0.15	Regular Air	7039.09	356.92	8.06
302	10031	2	2011-12-23	Low	28	9355.64868	0.13	Delivery Truck	2325.01	335.85	13.9
303	10011	178	2012-03-30	Medium	9	407.2676	0.15	Delivery Truck	104.45	43.21	5.51
304	10056	99	2011-05-08	Not Specified	49	4787.86785	0.09	Delivery Truck	1766.39	100.8	5.12
305	10051	35	2009-10-10	Critical	45	16024.88878	0.21	Delivery Truck	4798.8	354.8	8.67
306	10020	183	2012-02-08	Medium	14	3285.61905	0.09	Regular Air	1796.68	250.42	10.41
307	10045	167	2009-12-31	Not Specified	45	12222.10235	0.19	Delivery Truck	4146.64	255.48	8.87
308	10037	147	2012-09-28	Critical	48	17347.13857	0.22	Delivery Truck	5891.12	357.76	6.91
309	10000	134	2009-08-07	Low	10	200.44611	0.07	Express Air	4.42	23.12	47.7
310	10043	65	2009-10-27	Low	19	1600.1331	0.09	Delivery Truck	888.73	83.19	7.34
311	10039	223	2012-10-15	Not Specified	48	12043.11168	0.13	Regular Air	3600.77	259.55	12.16
312	10044	74	2012-11-20	Low	25	4557.31675	0.17	Express Air	1193.01	167.79	37.47
313	10047	65	2010-02-20	Not Specified	15	5807.44145	0.16	Express Air	1878.05	364.77	38.41
314	10038	51	2010-02-01	High	12	4118.25065	0.24	Express Air	1369.96	393.41	30.25
315	10002	110	2010-07-26	Not Specified	9	656.15644	0.0	Express Air	285.55	66.05	29.41
316	10002	40	2010-10-23	Not Specified	50	19301.48661	0.17	Regular Air	5975.59	373.09	7.87
317	10036	141	2011-01-04	Low	21	5041.10047	0.13	Delivery Truck	2155.66	211.11	12.01
318	10010	107	2012-01-18	Not Specified	6	943.7075	0.17	Express Air	200.5	141.06	16.55
319	10048	159	2011-12-23	Critical	49	16398.00233	0.17	Delivery Truck	3272.36	392.49	7.24
320	10057	165	2012-06-10	Not Specified	3	776.87786	0.23	Regular Air	296.52	273.66	14.23
321	10024	66	2012-01-12	High	34	10772.92911	0.2	Regular Air	2901.45	329.2	7.24
322	10002	76	2012-08-27	Medium	33	1008.32891	0.24	Express Air	202.96	34.77	39.04
323	10040	17	2010-03-08	Medium	28	8541.03489	0.21	Delivery Truck	1097.03	334.59	13.3
324	10047	199	2011-06-11	Low	44	2746.34944	0.08	Delivery Truck	1123.77	63.19	2.23
325	10003	46	2010-05-31	Not Specified	37	13673.88187	0.1	Regular Air	3684.63	329.0	7.32
326	10025	111	2010-10-10	Low	44	1839.78843	0.18	Express Air	508.3	49.09	6.84
327	10002	180	2009-05-29	High	7	867.25701	0.15	Delivery Truck	281.25	117.35	4.94
328	10059	113	2011-02-21	Critical	2	385.12838	0.03	Delivery Truck	193.8	190.65	6.47
329	10051	218	2012-01-23	High	10	1346.34351	0.24	Delivery Truck	350.37	120.63	13.14
330	10041	96	2009-01-23	Not Specified	10	434.69532	0.15	Delivery Truck	195.79	51.05	8.52
331	10005	79	2010-03-07	High	27	10817.68024	0.04	Regular Air	4864.38	362.44	3.58
332	10039	214	2010-06-02	Medium	12	3293.77831	0.01	Regular Air	1371.88	269.05	11.51
333	10035	119	2012-08-13	Not Specified	19	4734.53036	0.05	Regular Air	2074.06	269.33	9.13
334	10021	92	2009-09-20	Medium	19	5289.73763	0.08	Regular Air	2849.15	248.57	7.31
335	10039	169	2010-09-19	Not Specified	37	9198.96453	0.24	Regular Air	1744.44	227.61	3.36
336	10020	64	2010-03-30	Critical	24	1423.81206	0.22	Express Air	-605.1	55.45	22.73
337	10011	166	2012-05-27	Low	9	2918.26384	0.18	Express Air	665.29	356.74	35.09
338	10057	5	2011-11-05	Low	38	6370.67181	0.23	Delivery Truck	2539.55	163.24	8.72
339	10034	229	2012-01-11	Critical	50	2959.37798	0.22	Delivery Truck	996.94	61.16	9.25
340	10054	75	2009-10-02	Critical	33	1204.05231	0.0	Delivery Truck	609.73	38.04	4.34
341	10051	158	2012-11-02	Medium	9	1460.81108	0.24	Delivery Truck	384.19	179.6	10.23
342	10009	189	2011-09-18	High	15	4207.79225	0.07	Regular Air	2225.85	305.07	4.28
343	10042	53	2011-11-27	High	31	12690.33057	0.01	Express Air	6572.21	367.32	26.76
344	10033	163	2010-07-15	High	35	7715.73154	0.09	Delivery Truck	3154.22	228.92	9.23
345	10057	214	2009-06-09	Not Specified	25	8919.30918	0.1	Express Air	4689.69	389.12	37.54
346	10050	124	2012-05-22	Low	9	1464.62427	0.13	Delivery Truck	756.67	177.08	4.93
347	10009	48	2009-11-19	High	46	15776.25687	0.1	Delivery Truck	7882.51	327.15	5.62
348	10007	124	2012-10-14	Critical	14	3466.48225	0.1	Express Air	-1316.45	237.13	11.87
349	10032	11	2012-03-18	Medium	11	1042.04474	0.24	Regular Air	386.59	104.79	9.39
350	10036	164	2009-02-08	High	14	2905.07286	0.22	Regular Air	984.33	180.78	3.39
351	10053	106	2012-05-15	Medium	50	3897.64406	0.07	Delivery Truck	1041.22	74.39	11.14
352	10021	237	2011-07-18	Not Specified	5	451.29118	0.03	Delivery Truck	262.43	93.47	3.83
353	10055	233	2011-10-30	Critical	39	1561.48361	0.15	Regular Air	638.66	40.33	1.55
354	10050	137	2011-10-28	Low	31	9186.23789	0.13	Regular Air	4775.82	264.44	1.02
355	10049	174	2012-08-22	Critical	27	3481.52942	0.13	Delivery Truck	1353.59	149.41	4.21
356	10051	124	2011-02-20	High	48	19204.00458	0.14	Delivery Truck	7098.52	363.33	6.96
357	10016	123	2010-04-22	Low	39	13311.94286	0.05	Express Air	7281.3	350.95	40.27
358	10036	134	2009-08-30	Not Specified	25	6932.42985	0.08	Regular Air	3321.5	262.51	6.07
359	10009	110	2012-08-27	Not Specified	17	5685.3269	0.09	Express Air	2882.41	342.28	17.11
360	10048	53	2011-04-27	Not Specified	31	2307.22025	0.12	Delivery Truck	561.97	73.13	14.84
361	10036	89	2012-12-15	Critical	9	3227.8165	0.19	Delivery Truck	1187.04	342.29	7.25
362	10044	244	2009-11-28	Low	33	5068.67431	0.14	Regular Air	1509.84	161.42	10.76
363	10045	14	2009-11-26	Critical	1	353.38005	0.12	Delivery Truck	135.49	322.14	9.4
364	10005	17	2010-06-23	Medium	6	1565.09567	0.23	Express Air	383.89	244.39	23.03
365	10018	183	2012-05-08	Low	41	6952.97022	0.21	Regular Air	2906.22	198.76	14.03
366	10033	74	2010-02-03	Low	33	6289.91295	0.04	Delivery Truck	2891.86	207.29	1.5
367	10015	168	2009-01-01	Medium	18	5373.88362	0.1	Regular Air	2032.87	312.31	9.21
368	10033	4	2012-12-12	Low	36	4558.66702	0.23	Regular Air	1224.97	115.23	5.87
369	10052	71	2010-04-09	Not Specified	30	11411.70793	0.07	Regular Air	6041.51	372.03	6.7
370	10006	144	2009-05-29	Not Specified	22	9093.61978	0.24	Express Air	1951.24	378.91	49.36
371	10036	65	2012-11-22	Critical	37	6641.55679	0.08	Express Air	3146.17	194.48	41.78
372	10055	8	2011-09-15	Low	5	838.30944	0.06	Express Air	379.11	154.3	40.04
373	10026	245	2010-12-25	Not Specified	1	260.98535	0.07	Delivery Truck	61.27	280.93	6.59
374	10047	211	2010-12-02	Low	12	2198.97941	0.22	Delivery Truck	588.95	191.67	4.77
375	10047	175	2010-01-25	Critical	13	1145.06913	0.07	Delivery Truck	476.72	95.47	4.21
376	10053	64	2012-06-20	High	50	2503.22346	0.17	Regular Air	415.26	44.46	10.29
377	10039	2	2012-01-14	Low	24	5962.98617	0.25	Express Air	1021.77	249.03	51.57
378	10031	47	2011-11-13	High	15	4005.72848	0.13	Express Air	974.38	300.57	27.05
379	10002	129	2010-12-13	Critical	50	4090.0543	0.17	Delivery Truck	1260.48	71.57	7.44
380	10044	3	2009-01-25	Medium	38	1533.37742	0.22	Express Air	326.86	42.1	10.48
381	10017	121	2012-06-09	High	12	2197.17192	0.18	Express Air	723.56	200.51	23.48
382	10017	116	2010-01-04	Not Specified	37	11135.28163	0.18	Regular Air	3773.74	275.03	12.26
383	10035	111	2011-02-20	Medium	48	3223.74793	0.04	Regular Air	1442.7	61.52	7.99
384	10057	218	2012-07-15	Not Specified	47	5975.93628	0.06	Delivery Truck	3393.26	127.66	13.02
385	10003	102	2009-07-22	Medium	14	4530.48763	0.16	Regular Air	944.1	325.9	7.3
386	10021	67	2011-01-10	High	36	12447.63857	0.0	Delivery Truck	7714.84	372.87	2.7
387	10055	174	2012-05-25	Medium	37	9755.26013	0.24	Delivery Truck	3116.7	260.65	4.98
388	10020	173	2011-11-12	Critical	29	9957.61067	0.07	Delivery Truck	5666.0	356.07	9.84
389	10009	223	2009-12-10	High	41	9785.91269	0.23	Express Air	3614.43	245.7	6.36
390	10020	82	2012-08-30	High	18	4235.77035	0.22	Delivery Truck	1767.09	242.94	11.93
391	10023	192	2012-04-17	Not Specified	27	2048.72266	0.03	Express Air	663.76	68.59	12.32
392	10047	180	2009-06-13	Medium	26	971.69597	0.22	Regular Air	253.68	43.0	8.68
393	10001	198	2011-03-25	Not Specified	7	668.15107	0.16	Regular Air	233.82	106.46	13.4
394	10019	59	2010-05-22	High	41	2161.91637	0.04	Express Air	730.53	52.31	4.52
395	10058	84	2011-09-03	Critical	18	3531.64599	0.24	Delivery Truck	1439.42	220.32	8.55
396	10037	153	2011-07-25	Not Specified	34	8814.19767	0.23	Express Air	2886.7	256.64	21.99
397	10005	114	2010-09-23	High	17	927.95534	0.13	Express Air	302.63	63.98	31.43
398	10018	121	2012-01-01	Low	32	12041.06505	0.0	Delivery Truck	7578.84	378.89	7.03
399	10018	153	2010-04-19	Low	24	2061.20823	0.11	Delivery Truck	1067.33	77.05	4.5
400	10045	189	2012-08-15	Critical	15	1562.72374	0.06	Express Air	689.26	106.67	45.22
