OrderID,OrderDate,Region,Category,Product,ShipMode,Quantity,Sales,Discount,Profit
1542,2010-09-14,Prarie,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,Regular Air,47,2150.25000,0.06,586.93
30567,2009-01-14,Prarie,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Delivery Truck,14,2690.84000,0.10,-368.02
24352,2010-05-10,Prarie,Office Supplies,"Adams ""While You Were Out"" Message Pads",Regular Air,32,103.48000,0.03,20.53
12067,2010-02-04,Prarie,Office Supplies,Binder Posts,Regular Air,45,271.06000,0.00,-76.60
37440,2010-06-23,West,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Delivery Truck,39,8407.08000,0.04,629.40
293,2012-10-01,Nunavut,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Delivery Truck,49,10123.02000,0.07,457.81
21634,2012-10-28,Ontario,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Delivery Truck,8,1611.73000,0.10,-314.61
30208,2012-07-16,Ontario,Technology,600 Series Non-Flip,Regular Air,46,1752.09650,0.10,356.35
36130,2012-09-13,Ontario,Technology,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Regular Air,23,394.80000,0.10,-113.80
59906,2010-05-20,Ontario,Office Supplies,"Black Print Carbonless Snap-Off¨ Rapid Letter, 8 1/2"" x 7""",Regular Air,32,284.92000,0.03,81.29
3395,2009-10-29,West,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Regular Air,1,13.16000,0.03,-10.29
30147,2012-06-17,West,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,37,740.14000,0.06,29.73
3395,2009-10-29,West,Office Supplies,"Acco PRESSTEX¨ Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Express Air,31,181.17000,0.06,-59.88
15622,2011-08-25,West,Technology,Timeport L7089,Delivery Truck,34,8581.25000,0.00,1464.23
29826,2009-09-24,West,Technology,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Regular Air,9,157.63000,0.06,-78.13
54534,2012-03-19,West,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Regular Air,16,124.71000,0.01,-30.04
15872,2012-10-30,Prarie,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Regular Air,23,188.53000,0.00,-27.49
15872,2012-10-30,Prarie,Office Supplies,Avanti 1.7 Cu. Ft. Refrigerator,Delivery Truck,48,5198.12000,0.01,1481.67
40097,2009-01-09,Ontario,Office Supplies,12 Colored Short Pencils,Regular Air,47,117.88000,0.10,-71.00
8388,2012-02-23,Ontario,Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Ó x 11Ó",Regular Air,42,288.90000,0.02,96.34
11652,2011-11-10,Ontario,Office Supplies,Array¨ Memo Cubes,Regular Air,25,122.09000,0.10,14.11
39589,2009-08-02,Ontario,Office Supplies,Avery 508,Regular Air,20,95.08000,0.06,39.91
56901,2009-09-11,Atlantic,Office Supplies,12 Colored Short Pencils,Regular Air,36,100.68000,0.00,-45.21
23936,2009-12-17,Prarie,Office Supplies,12 Colored Short Pencils,Regular Air,27,71.39000,0.09,-39.33
40901,2012-07-29,Prarie,Technology,"3.5"" IBM Formatted Diskettes, DS/HD",Regular Air,40,273.14000,0.02,-96.90
40901,2012-07-29,Prarie,Technology,300 Series Non-Flip,Express Air,22,3100.11150,0.02,567.37
41634,2012-12-08,Prarie,Technology,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Regular Air,7,57.35000,0.06,-28.55
30564,2009-02-26,Prarie,Technology,Accessory41,Regular Air,20,606.39850,0.09,126.13
40611,2012-03-28,Prarie,Technology,Accessory9,Regular Air,43,1407.51500,0.00,657.45
15397,2010-02-06,Ontario,Office Supplies,12 Colored Short Pencils,Regular Air,43,121.94000,0.01,-51.30
14119,2010-05-31,Ontario,Technology,Accessory24,Regular Air,35,1599.07100,0.04,296.66
14119,2010-05-31,Ontario,Technology,Accessory27,Regular Air,31,968.23500,0.05,-158.61
43271,2010-03-03,Quebec,Office Supplies,12 Colored Short Pencils,Regular Air,2,7.75000,0.03,-5.27
53411,2011-11-29,Quebec,Technology,Belkin MediaBoard 104- Keyboard,Regular Air,25,667.64000,0.08,-57.53
39749,2010-06-27,Ontario,Office Supplies,12 Colored Short Pencils,Regular Air,43,110.64000,0.06,-62.60
17735,2012-07-12,Ontario,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Regular Air,45,311.65000,0.03,-71.25
29639,2011-04-17,Prarie,Office Supplies,12 Colored Short Pencils,Regular Air,8,22.37000,0.04,-14.09
40928,2009-09-12,Prarie,Technology,Accessory4,Regular Air,4,292.34050,0.01,-420.59
50087,2010-05-15,Prarie,Office Supplies,Acco¨ Hot Clipsª Clips to Go,Regular Air,17,58.86000,0.03,6.96
27141,2010-02-04,Prarie,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Regular Air,28,1645.51000,0.06,300.34
8642,2010-01-16,Prarie,Office Supplies,Avery 503,Regular Air,13,133.04000,0.04,49.69
45893,2011-05-26,Prarie,Office Supplies,Avery Non-Stick Binders,Regular Air,15,68.03000,0.05,8.87
14951,2011-05-17,Prarie,Office Supplies,12 Colored Short Pencils,Regular Air,26,65.21000,0.08,-41.60
47270,2010-08-02,Prarie,Technology,6185,Regular Air,19,3559.61300,0.00,747.74
49760,2011-10-01,Prarie,Technology,8890,Regular Air,13,1281.17950,0.02,-26.62
58755,2011-12-03,Prarie,Office Supplies,"Ampad¨ Evidence¨ Wirebond Steno Books, 6"" x 9""",Regular Air,18,47.11000,0.00,-95.42
3650,2012-05-27,Prarie,Office Supplies,Avery Poly Binder Pockets,Express Air,36,139.95000,0.04,-128.59
59809,2011-03-08,Prarie,Technology,Belkin ErgoBoardª Keyboard,Regular Air,16,506.84000,0.02,-38.32
17282,2009-11-18,Prarie,Office Supplies,Binding Machine Supplies,Regular Air,37,988.42000,0.09,253.94
18371,2009-09-18,Prarie,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Regular Air,30,1394.36000,0.00,271.45
51557,2011-10-31,West,Office Supplies,12 Colored Short Pencils,Regular Air,14,37.90000,0.08,-22.01
37185,2012-10-31,Atlantic,Office Supplies,12 Colored Short Pencils,Regular Air,8,23.19000,0.02,-13.27
33220,2009-04-15,Prarie,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,40,736.96000,0.10,-34.29
15040,2009-12-04,Prarie,Office Supplies,"Black Print Carbonless Snap-Off¨ Rapid Letter, 8 1/2"" x 7""",Express Air,48,410.35000,0.10,114.02
43936,2010-03-13,Prarie,Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Regular Air,42,670.65000,0.08,41.66
54464,2009-09-01,Prarie,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,11,227.41000,0.06,44.29
56612,2009-07-22,Prarie,Technology,8890,Regular Air,38,4008.72750,0.00,1219.34
23362,2010-08-27,Prarie,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,45,852.05000,0.10,-20.60
26503,2011-04-21,Prarie,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,12,262.09000,0.01,58.69
2688,2012-01-23,Prarie,Technology,Accessory8,Regular Air,31,2080.03500,0.10,844.90
52258,2009-02-10,Prarie,Furniture,Aluminum Document Frame,Regular Air,5,63.85000,0.04,40.44
55046,2009-04-13,Prarie,Office Supplies,"Array¨ Parchment Paper, Assorted Colors",Express Air,2,29.32000,0.08,-12.93
6982,2011-11-16,Nunavut,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,41,844.09000,0.04,52.56
3908,2010-03-08,Nunavut,Technology,6160,Regular Air,8,820.28400,0.00,-180.20
6982,2011-11-16,Nunavut,Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",Express Air,32,1311.25000,0.00,407.44
25318,2011-11-19,Northwest Territories,Furniture,12-1/2 Diameter Round Wall Clock,Express Air,22,440.92000,0.05,-65.18
3845,2012-04-25,West,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,22,475.72000,0.02,-10.40
18279,2009-02-26,West,Technology,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Regular Air,22,184.35000,0.07,11.95
11909,2009-11-24,West,Technology,Accessory25,Regular Air,11,194.17400,0.03,-20.91
11943,2010-04-07,West,Office Supplies,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Regular Air,49,657.94000,0.09,7.35
45664,2012-06-09,West,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,24,473.03000,0.09,26.27
30913,2012-09-22,West,Furniture,12-1/2 Diameter Round Wall Clock,Express Air,24,496.62000,0.07,49.86
8609,2012-04-14,West,Technology,Accessory37,Regular Air,4,72.00350,0.04,-108.08
30913,2012-09-22,West,Office Supplies,Avery 498,Regular Air,44,126.36000,0.02,50.26
13282,2012-05-09,West,Office Supplies,Avery 51,Regular Air,2,12.59000,0.02,-5.92
30913,2012-09-22,West,Office Supplies,Avery Hanging File Binders,Regular Air,23,143.10000,0.01,36.75
8231,2012-10-18,Ontario,Furniture,12-1/2 Diameter Round Wall Clock,Regular Air,5,110.03000,0.06,-31.33
19777,2012-10-19,Ontario,Technology,300 Series Non-Flip,Regular Air,24,3268.75150,0.04,562.91
4321,2009-07-17,Ontario,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Express Air,47,1505.57000,0.02,-54.63
8231,2012-10-18,Ontario,Office Supplies,Avery 492,Regular Air,27,79.44000,0.06,29.85
36706,2009-04-11,Ontario,Office Supplies,14-7/8 x 11 Blue Bar Computer Printout Paper,Regular Air,7,355.97000,0.03,-4.46
36706,2009-04-11,Ontario,Office Supplies,Avery Legal 4-Ring Binder,Regular Air,47,887.45000,0.10,365.79
15170,2009-03-18,Ontario,Technology,1726 Digital Answering Machine,Regular Air,19,356.46450,0.01,-9.11
37152,2011-05-22,Ontario,Technology,6120,Regular Air,45,2503.32650,0.04,447.12
42242,2009-04-01,Ontario,Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Regular Air,23,2287.10000,0.07,231.49
740,2011-07-15,Ontario,Office Supplies,Avery White Multi-Purpose Labels,Regular Air,6,28.01000,0.09,3.46
48035,2009-03-31,Prarie,Technology,1726 Digital Answering Machine,Express Air,8,155.92400,0.09,-63.12
17408,2009-05-27,Atlantic,Technology,1726 Digital Answering Machine,Regular Air,41,728.12700,0.02,49.79
17408,2009-05-27,Atlantic,Office Supplies,3M Organizer Strips,Express Air,26,149.70000,0.05,-132.63
37281,2009-08-28,West,Technology,1726 Digital Answering Machine,Regular Air,25,453.24550,0.05,3.31
38215,2010-01-02,Prarie,Technology,1726 Digital Answering Machine,Regular Air,42,756.72950,0.07,64.78
10308,2011-04-20,Prarie,Technology,2180,Regular Air,40,5554.03600,0.09,1153.84
13447,2010-01-08,Ontario,Technology,1726 Digital Answering Machine,Regular Air,24,436.48350,0.01,0.85
58854,2010-04-24,Quebec,Technology,1726 Digital Answering Machine,Regular Air,10,193.20500,0.00,-52.24
2503,2010-06-19,West,Technology,1726 Digital Answering Machine,Regular Air,9,162.15450,0.08,-73.74
2503,2010-06-19,West,Office Supplies,ACCOHIDE¨ Binder by Acco,Regular Air,21,91.15000,0.03,-71.54
2503,2010-06-19,West,Office Supplies,Avery 506,Regular Air,46,171.48000,0.10,66.13
5957,2010-12-26,Atlantic,Technology,1726 Digital Answering Machine,Regular Air,23,391.87550,0.10,-38.02
25863,2011-04-22,Ontario,Technology,1726 Digital Answering Machine,Express Air,18,340.68850,0.00,-10.85
26145,2011-07-04,Ontario,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Regular Air,18,99.36000,0.00,-51.20
48615,2012-12-03,Ontario,Office Supplies,Avery 506,Regular Air,4,16.91000,0.08,0.21
41794,2011-05-27,West,Technology,1726 Digital Answering Machine,Regular Air,49,891.60750,0.06,100.59
9762,2009-01-03,West,Furniture,36X48 HARDFLOOR CHAIRMAT,Regular Air,12,262.76000,0.05,-146.05
26176,2011-11-19,Prarie,Technology,1726 Digital Answering Machine,Regular Air,30,554.42950,0.03,34.01
31493,2009-10-17,Prarie,Furniture,Advantus Panel Wall Certificate Holder - 8.5x11,Express Air,8,112.47000,0.00,46.74
26021,2012-09-14,Yukon,Technology,1726 Digital Answering Machine,Regular Air,17,328.62700,0.00,-7.77
24576,2012-12-11,West,Technology,1726 Digital Answering Machine,Regular Air,29,531.06300,0.03,24.56
51073,2010-05-14,West,Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Express Air,17,2475.08000,0.00,958.80
37315,2012-06-05,West,Technology,5165,Express Air,31,4726.59500,0.05,1176.48
51073,2010-05-14,West,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Regular Air,49,1610.42000,0.00,813.35
20519,2009-04-10,Yukon,Technology,"210 Trimline Phone, White",Regular Air,7,124.19000,0.03,-53.30
28737,2011-10-03,Yukon,Technology,282,Regular Air,17,1721.64100,0.04,242.44
30887,2010-07-07,Yukon,Technology,8890,Regular Air,44,4357.11700,0.07,1192.98
22402,2009-05-27,Yukon,Technology,Accessory36,Regular Air,1,51.83300,0.01,-235.90
17701,2012-05-21,Yukon,Office Supplies,Accohide Poly Flexible Ring Binders,Regular Air,21,80.45000,0.09,-60.96
3649,2009-07-05,Yukon,Office Supplies,Avery 514,Regular Air,26,75.60000,0.06,17.14
11682,2010-07-04,Yukon,Technology,Belkin 105-Key Black Keyboard,Regular Air,5,102.18000,0.09,-65.67
31233,2011-09-24,Yukon,Office Supplies,Berol Giant Pencil Sharpener,Regular Air,35,590.32000,0.06,-91.31
38598,2009-08-15,West,Technology,"210 Trimline Phone, White",Regular Air,27,451.52000,0.01,-70.52
25443,2012-09-22,Prarie,Technology,"210 Trimline Phone, White",Regular Air,33,570.24000,0.01,-57.83
26466,2009-06-11,Prarie,Technology,Accessory41,Regular Air,29,909.72100,0.01,287.99
17381,2010-08-14,Prarie,Office Supplies,Avery 496,Regular Air,28,101.25000,0.05,40.90
36999,2009-12-12,Ontario,Technology,2160,Express Air,3,306.62050,0.08,-479.08
52256,2010-11-04,Ontario,Technology,5170,Regular Air,23,1236.95400,0.06,119.89
54245,2011-03-24,Ontario,Technology,Accessory37,Regular Air,5,83.30000,0.09,-114.91
10917,2012-02-10,West,Technology,2160,Express Air,14,1281.35800,0.09,-90.12
19457,2009-07-12,West,Technology,6185,Express Air,33,5638.79800,0.09,1406.05
54051,2011-08-11,West,Office Supplies,Avery 491,Express Air,28,126.95000,0.06,45.87
19457,2009-07-12,West,Office Supplies,Avery 51,Regular Air,34,203.49000,0.05,90.35
32292,2012-02-15,Quebec,Technology,2160,Regular Air,49,5008.76100,0.04,1601.64
24801,2012-11-15,West,Technology,2160,Regular Air,10,1024.16500,0.02,-105.70
1762,2009-08-19,West,Technology,Accessory35,Express Air,43,1279.50500,0.10,384.20
24801,2012-11-15,West,Office Supplies,Avery Binder Labels,Regular Air,3,18.91000,0.00,-16.35
12228,2009-06-25,Atlantic,Technology,2160i,Regular Air,30,5015.05100,0.05,1090.43
10692,2009-07-26,West,Technology,2160i,Regular Air,48,8101.98750,0.05,2369.84
10692,2009-07-26,West,Technology,A1228,Regular Air,8,1313.81100,0.07,-457.16
2279,2010-02-22,West,Office Supplies,Acco Perma¨ 3000 Stacking Storage Drawers,Regular Air,39,845.90000,0.04,52.53
2530,2009-03-20,West,Office Supplies,Avery 479,Regular Air,9,23.46000,0.06,4.58
47367,2011-04-16,West,Office Supplies,Avery 52,Regular Air,6,21.07000,0.08,2.28
10692,2009-07-26,West,Office Supplies,Barrel Sharpener,Regular Air,26,100.41000,0.04,-69.91
20518,2009-10-05,Quebec,Technology,2160i,Regular Air,49,8252.36100,0.07,2418.56
13378,2009-09-21,Quebec,Office Supplies,Acme Kleencut¨ Forged Steel Scissors,Regular Air,16,96.04000,0.05,-50.75
43940,2010-02-21,Quebec,Technology,2160i,Regular Air,12,1940.21000,0.09,-215.34
39744,2009-07-06,Quebec,Technology,252,Regular Air,9,519.95350,0.00,-107.99
5318,2010-04-03,West,Technology,2160i,Express Air,29,5010.74150,0.03,1196.37
1028,2009-01-05,West,Technology,3285,Regular Air,11,2021.14700,0.01,-60.39
45217,2010-09-01,Northwest Territories,Technology,2160i,Regular Air,40,6789.92750,0.08,1864.66
28675,2009-10-08,Northwest Territories,Technology,252,Regular Air,15,822.84250,0.10,4.39
10945,2012-01-03,Northwest Territories,Technology,600 Series Flip,Regular Air,14,1170.02500,0.04,4.22
24960,2011-01-27,Ontario,Technology,2160i,Regular Air,35,5797.68000,0.04,1366.57
39492,2011-04-17,West,Technology,2160i,Regular Air,31,5347.98750,0.01,1332.44
2978,2011-05-02,Ontario,Technology,2160i,Regular Air,28,4671.14950,0.07,947.31
58113,2012-02-01,Ontario,Technology,2160i,Express Air,12,2077.18750,0.05,-38.07
43367,2010-03-09,Ontario,Office Supplies,Acme¨ Elite Stainless Steel Scissors,Express Air,16,139.37000,0.04,1.72
23847,2012-11-09,Ontario,Technology,2160i,Regular Air,7,1278.64650,0.01,-396.17
11491,2010-08-17,Ontario,Technology,"3.5"" IBM Formatted Diskettes, DS/HD",Regular Air,26,165.37000,0.06,-80.11
32869,2009-03-27,Atlantic,Technology,2180,Regular Air,39,5250.66250,0.10,930.99
30372,2010-08-30,Atlantic,Furniture,Aluminum Document Frame,Regular Air,1,14.40000,0.10,-7.39
11968,2011-03-16,Atlantic,Office Supplies,Avery Hi-Liter¨ Fluorescent Desk Style Markers,Regular Air,31,109.49000,0.04,26.09
15971,2009-08-14,Atlantic,Technology,2180,Regular Air,15,2172.51500,0.06,32.75
11680,2009-09-04,Yukon,Technology,2180,Regular Air,50,7312.03150,0.06,2031.51
1637,2011-02-07,Yukon,Office Supplies,Belkin OmniView SE Rackmount Kit,Express Air,36,1225.52000,0.10,-1191.13
47108,2009-10-15,Atlantic,Technology,2180,Express Air,9,1288.51500,0.08,-382.57
47108,2009-10-15,Atlantic,Furniture,3M Polarizing Light Filter Sleeves,Regular Air,19,359.68000,0.07,187.15
54304,2010-02-17,Atlantic,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,Regular Air,11,558.62000,0.03,118.32
30787,2011-09-27,Ontario,Technology,2180,Regular Air,43,6477.45900,0.05,1836.46
23524,2009-04-28,Ontario,Office Supplies,Avery 491,Express Air,28,129.33000,0.04,48.25
39872,2010-02-22,Ontario,Office Supplies,Avery 514,Regular Air,5,16.24000,0.01,0.35
20805,2011-01-10,Ontario,Office Supplies,Avery Durable Poly Binders,Regular Air,12,69.98000,0.06,-58.33
20805,2011-01-10,Ontario,Office Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Regular Air,12,45.61000,0.10,9.18
47171,2010-01-07,Ontario,Office Supplies,Blackstonian Pencils,Regular Air,19,50.07000,0.03,-0.53
45506,2011-12-26,Prarie,Technology,2180,Regular Air,3,448.36650,0.03,-748.41
4871,2011-06-11,Prarie,Office Supplies,Acme¨ Forged Steel Scissors with Black Enamel Handles,Regular Air,26,238.34000,0.06,-19.31
55847,2009-07-20,Prarie,Office Supplies,Avery 481,Regular Air,45,136.71000,0.04,34.72
28198,2012-02-08,Atlantic,Technology,2180,Regular Air,50,7703.96650,0.00,2446.50
46977,2012-05-07,Ontario,Technology,2180,Regular Air,19,2980.37200,0.02,494.63
22434,2012-08-29,Ontario,Office Supplies,"Avery¨ Durable Plastic 1"" Binders",Regular Air,3,18.70000,0.10,-14.69
52673,2012-05-08,West,Technology,2180,Regular Air,14,2045.06600,0.07,-4.68
50726,2011-10-31,West,Office Supplies,Avery 491,Express Air,21,98.88000,0.07,36.01
38048,2010-01-24,Quebec,Technology,2190,Regular Air,42,2252.26200,0.10,478.11
2752,2010-11-18,Ontario,Technology,2190,Regular Air,10,575.56900,0.04,-86.52
2146,2012-09-13,Ontario,Technology,5165,Regular Air,41,6111.16850,0.06,1663.08
7845,2009-12-13,Ontario,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Express Air,22,118.56000,0.06,-63.38
2146,2012-09-13,Ontario,Office Supplies,Avery 479,Regular Air,44,113.71000,0.07,41.70
36933,2011-07-12,Ontario,Office Supplies,Boston 1799 Powerhouseª Electric Pencil Sharpener,Regular Air,32,115.81000,0.07,47.56
35238,2011-04-28,Prarie,Technology,2190,Express Air,27,1403.02700,0.10,153.80
50055,2012-10-18,Prarie,Office Supplies,3M Organizer Strips,Regular Air,1,13.45000,0.00,-8.20
48544,2011-05-16,Prarie,Technology,Accessory25,Regular Air,44,831.58050,0.01,273.05
38118,2011-04-18,Prarie,Technology,Belkin 105-Key Black Keyboard,Regular Air,7,138.91000,0.09,-64.11
20898,2011-10-30,Yukon,Technology,2190,Regular Air,33,1756.59300,0.09,298.21
22688,2012-04-17,Ontario,Technology,2190,Regular Air,40,2044.27550,0.10,334.53
24003,2009-10-31,Atlantic,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,Regular Air,50,1318.49000,0.02,4.69
29058,2010-01-03,Prarie,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,Regular Air,41,1011.67000,0.04,-74.64
54468,2009-12-14,Prarie,Office Supplies,Avery 494,Regular Air,15,40.75000,0.03,12.76
11846,2010-04-20,West,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,Express Air,28,707.44000,0.01,-50.27
29761,2012-07-03,West,Office Supplies,3M Office Air Cleaner,Regular Air,42,1085.40000,0.02,262.32
29761,2012-07-03,West,Technology,Accessory13,Regular Air,48,1463.10500,0.06,446.99
16518,2012-09-29,West,Office Supplies,Laser & Ink Jet Business Envelopes,Regular Air,36,2628.92250,0.03,832.19
56291,2012-09-17,Quebec,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,Regular Air,47,1200.70000,0.06,-37.27
57253,2009-01-05,Ontario,Technology,232,Regular Air,25,2750.10700,0.04,667.45
46375,2010-08-26,Prarie,Technology,232,Regular Air,16,1702.49900,0.08,162.11
12551,2012-06-11,Ontario,Technology,232,Regular Air,46,5023.25350,0.01,1665.23
36866,2010-03-24,Ontario,Office Supplies,"24 Capacity Maxi Data Binder Racks, Pearl",Regular Air,32,6245.76000,0.10,1462.42
49094,2012-09-03,Ontario,Technology,Belkin MediaBoard 104- Keyboard,Regular Air,31,846.85000,0.03,-25.98
25095,2011-01-25,Ontario,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Regular Air,18,693.06000,0.06,148.30
50404,2011-03-26,Prarie,Office Supplies,"24 Capacity Maxi Data Binder Racks, Pearl",Regular Air,18,3780.43000,0.05,905.57
57922,2011-02-08,Prarie,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Regular Air,50,343.26000,0.04,-287.28
50563,2011-07-16,West,Office Supplies,"24 Capacity Maxi Data Binder Racks, Pearl",Express Air,2,423.04000,0.05,-270.70
9249,2010-05-19,West,Office Supplies,Barrel Sharpener,Regular Air,46,176.50000,0.01,-119.35
9249,2010-05-19,West,Furniture,Bevis 36 x 72 Conference Tables,Delivery Truck,35,3457.56000,0.02,-365.44
50978,2012-03-31,Yukon,Office Supplies,"24 Capacity Maxi Data Binder Racks, Pearl",Regular Air,4,816.09000,0.05,-150.29
12099,2009-09-11,Yukon,Office Supplies,Avery 479,Express Air,1,17.59000,0.06,10.85
23943,2011-06-23,Yukon,Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Regular Air,24,376.53000,0.03,3.44
6112,2009-08-23,Prarie,Technology,252,Regular Air,31,1753.95800,0.06,382.39
45412,2010-04-22,Prarie,Technology,Accessory35,Regular Air,20,586.61900,0.06,83.07
6020,2009-09-21,Prarie,Office Supplies,Avery 514,Regular Air,23,66.09000,0.09,13.71
59911,2011-12-18,Prarie,Office Supplies,"Black Print Carbonless Snap-Off¨ Rapid Letter, 8 1/2"" x 7""",Regular Air,1,10.59000,0.10,-4.31
51041,2010-07-29,Prarie,Technology,252,Regular Air,47,2766.81800,0.03,846.95
54564,2010-12-06,West,Technology,252,Express Air,27,1553.86800,0.04,322.51
39808,2012-09-02,West,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Regular Air,50,2026.42000,0.03,655.36
57891,2010-12-17,West,Technology,252,Regular Air,17,934.94050,0.08,47.10
32902,2012-03-03,West,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Regular Air,8,64.10000,0.03,-48.28
56868,2011-12-03,West,Technology,252,Regular Air,34,1947.42650,0.03,473.27
51111,2012-02-09,Atlantic,Technology,252,Regular Air,1,61.09800,0.02,-257.72
24067,2012-08-22,Atlantic,Technology,252,Express Air,46,2640.68650,0.03,751.38
23619,2012-12-21,Atlantic,Technology,252,Regular Air,48,2611.80350,0.06,644.81
16229,2009-03-29,Atlantic,Technology,Accessory9,Regular Air,19,568.74350,0.05,143.79
51815,2009-05-26,West,Technology,270c,Regular Air,21,2292.10150,0.02,398.36
57857,2010-05-01,West,Furniture,3M Polarizing Light Filter Sleeves,Regular Air,18,314.96000,0.10,153.48
16166,2010-01-31,West,Office Supplies,Advantus Push Pins,Regular Air,36,78.51000,0.09,-10.06
57861,2012-10-25,West,Office Supplies,Avery Durable Binders,Regular Air,40,120.15000,0.00,11.32
48067,2012-06-29,Atlantic,Technology,270c,Express Air,31,3229.66000,0.05,695.06
9537,2011-02-13,Atlantic,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Regular Air,43,170.88000,0.01,-149.09
2209,2012-07-09,Ontario,Technology,270c,Regular Air,13,1265.49700,0.10,-161.12
33505,2010-09-25,Ontario,Technology,3395,Express Air,35,2463.24050,0.07,310.57
8801,2012-08-10,West,Technology,270c,Express Air,25,2529.39600,0.06,371.21
41636,2009-08-14,Prarie,Technology,282,Regular Air,27,2762.85700,0.03,722.24
2852,2010-01-15,Prarie,Technology,282,Regular Air,42,3931.31800,0.06,1025.45
30083,2009-01-08,Prarie,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,Regular Air,23,324.28000,0.07,20.43
45156,2011-02-12,Prarie,Office Supplies,Avery 485,Regular Air,14,174.30000,0.08,75.58
39043,2010-12-22,Prarie,Office Supplies,Boston 1799 Powerhouseª Electric Pencil Sharpener,Regular Air,14,50.80000,0.09,16.79
325,2010-10-16,Atlantic,Technology,282,Regular Air,9,884.12750,0.06,-178.71
19556,2010-12-30,Yukon,Technology,282,Regular Air,35,3238.14300,0.08,727.36
8001,2010-11-19,Yukon,Office Supplies,Acco Perma¨ 3000 Stacking Storage Drawers,Regular Air,47,1059.72000,0.01,112.22
8001,2010-11-19,Yukon,Office Supplies,"Ampad¨ Evidence¨ Wirebond Steno Books, 6"" x 9""",Regular Air,15,37.70000,0.10,-81.08
17542,2010-08-31,Yukon,Office Supplies,Avery 49,Regular Air,37,105.99000,0.01,43.37
28033,2010-09-14,Ontario,Technology,"3.5"" IBM Formatted Diskettes, DS/HD",Regular Air,18,127.56000,0.01,-57.11
12263,2011-07-06,Ontario,Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Regular Air,12,515.65000,0.00,123.50
51937,2009-02-27,Ontario,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,Delivery Truck,39,11613.13000,0.05,2816.21
